NGO_ID,NGO_Name,Country,Sector,Focus_Area,Website,Email,Priority_Level,Startup_Relevance_Tag
1022,Global Impact Foundation 1022,South Africa,Human Rights,Skill Development,www.globalimpactfoundation1022.global,contact@globalimpactfoundation1022.ngo,High,Partnership
1023,Global Impact Foundation 1023,Brazil,Child Welfare,Rural Development,www.globalimpactfoundation1023.foundation,contact@globalimpactfoundation1023.global,High,Partnership
1024,Global Impact Foundation 1024,Australia,Environment,Skill Development,www.globalimpactfoundation1024.org,contact@globalimpactfoundation1024.ngo,Low,Funding
1025,Global Impact Foundation 1025,India,Women Empowerment,Disaster Relief,www.globalimpactfoundation1025.global,contact@globalimpactfoundation1025.foundation,Medium,Partnership
1026,Global Impact Foundation 1026,Australia,Human Rights,Rural Development,www.globalimpactfoundation1026.org,contact@globalimpactfoundation1026.global,Medium,Funding
1027,Global Impact Foundation 1027,Kenya,Education,Policy Advocacy,www.globalimpactfoundation1027.foundation,contact@globalimpactfoundation1027.org,High,Outreach
1028,Global Impact Foundation 1028,Germany,Poverty Relief,Community Health,www.globalimpactfoundation1028.org,contact@globalimpactfoundation1028.ngo,Medium,Partnership
1029,Global Impact Foundation 1029,Kenya,Child Welfare,Skill Development,www.globalimpactfoundation1029.global,contact@globalimpactfoundation1029.foundation,Low,Partnership
1030,Global Impact Foundation 1030,Germany,Women Empowerment,Disaster Relief,www.globalimpactfoundation1030.ngo,contact@globalimpactfoundation1030.global,Low,Pilot Testing
1031,Global Impact Foundation 1031,Brazil,Poverty Relief,Rural Development,www.globalimpactfoundation1031.org,contact@globalimpactfoundation1031.org,High,Pilot Testing
1032,Global Impact Foundation 1032,Australia,Women Empowerment,Disaster Relief,www.globalimpactfoundation1032.global,contact@globalimpactfoundation1032.org,Medium,Partnership
1033,Global Impact Foundation 1033,Australia,Environment,Disaster Relief,www.globalimpactfoundation1033.global,contact@globalimpactfoundation1033.ngo,Low,Pilot Testing
1034,Global Impact Foundation 1034,Australia,Education,Policy Advocacy,www.globalimpactfoundation1034.global,contact@globalimpactfoundation1034.ngo,Medium,Pilot Testing
1035,Global Impact Foundation 1035,UK,Environment,Community Health,www.globalimpactfoundation1035.foundation,contact@globalimpactfoundation1035.org,Medium,Partnership
1036,Global Impact Foundation 1036,Brazil,Human Rights,Urban Support,www.globalimpactfoundation1036.ngo,contact@globalimpactfoundation1036.org,Low,Funding
1037,Global Impact Foundation 1037,India,Women Empowerment,Community Health,www.globalimpactfoundation1037.ngo,contact@globalimpactfoundation1037.ngo,Low,Pilot Testing
1038,Global Impact Foundation 1038,UAE,Environment,Skill Development,www.globalimpactfoundation1038.ngo,contact@globalimpactfoundation1038.ngo,Low,Pilot Testing
1039,Global Impact Foundation 1039,South Africa,Education,Community Health,www.globalimpactfoundation1039.global,contact@globalimpactfoundation1039.global,Low,Outreach
1040,Global Impact Foundation 1040,UK,Human Rights,Urban Support,www.globalimpactfoundation1040.ngo,contact@globalimpactfoundation1040.global,Low,Pilot Testing
1041,Global Impact Foundation 1041,South Africa,Environment,Community Health,www.globalimpactfoundation1041.foundation,contact@globalimpactfoundation1041.global,Medium,Partnership
1042,Global Impact Foundation 1042,UK,Education,Policy Advocacy,www.globalimpactfoundation1042.global,contact@globalimpactfoundation1042.foundation,Medium,Funding
1043,Global Impact Foundation 1043,UAE,Health,Policy Advocacy,www.globalimpactfoundation1043.ngo,contact@globalimpactfoundation1043.ngo,Medium,Pilot Testing
1044,Global Impact Foundation 1044,Kenya,Environment,Rural Development,www.globalimpactfoundation1044.ngo,contact@globalimpactfoundation1044.global,High,Pilot Testing
1045,Global Impact Foundation 1045,Canada,Poverty Relief,Disaster Relief,www.globalimpactfoundation1045.global,contact@globalimpactfoundation1045.global,High,Pilot Testing
1046,Global Impact Foundation 1046,India,Poverty Relief,Rural Development,www.globalimpactfoundation1046.ngo,contact@globalimpactfoundation1046.ngo,High,Pilot Testing
1047,Global Impact Foundation 1047,UK,Women Empowerment,Urban Support,www.globalimpactfoundation1047.ngo,contact@globalimpactfoundation1047.ngo,Low,Pilot Testing
1048,Global Impact Foundation 1048,Australia,Education,Community Health,www.globalimpactfoundation1048.foundation,contact@globalimpactfoundation1048.ngo,High,Outreach
1049,Global Impact Foundation 1049,Canada,Education,Skill Development,www.globalimpactfoundation1049.global,contact@globalimpactfoundation1049.foundation,High,Partnership
1050,Global Impact Foundation 1050,South Africa,Education,Urban Support,www.globalimpactfoundation1050.ngo,contact@globalimpactfoundation1050.ngo,Medium,Partnership
1051,Global Impact Foundation 1051,Australia,Poverty Relief,Urban Support,www.globalimpactfoundation1051.org,contact@globalimpactfoundation1051.org,Low,Partnership
1052,Global Impact Foundation 1052,Brazil,Poverty Relief,Community Health,www.globalimpactfoundation1052.ngo,contact@globalimpactfoundation1052.foundation,Medium,Partnership
1053,Global Impact Foundation 1053,Kenya,Poverty Relief,Policy Advocacy,www.globalimpactfoundation1053.foundation,contact@globalimpactfoundation1053.foundation,Medium,Pilot Testing
1054,Global Impact Foundation 1054,Australia,Child Welfare,Skill Development,www.globalimpactfoundation1054.ngo,contact@globalimpactfoundation1054.org,Medium,Partnership
1055,Global Impact Foundation 1055,USA,Child Welfare,Policy Advocacy,www.globalimpactfoundation1055.ngo,contact@globalimpactfoundation1055.ngo,Low,Pilot Testing
1056,Global Impact Foundation 1056,Germany,Child Welfare,Rural Development,www.globalimpactfoundation1056.org,contact@globalimpactfoundation1056.ngo,High,Partnership
1057,Global Impact Foundation 1057,Brazil,Women Empowerment,Urban Support,www.globalimpactfoundation1057.foundation,contact@globalimpactfoundation1057.foundation,High,Partnership
1058,Global Impact Foundation 1058,Canada,Environment,Urban Support,www.globalimpactfoundation1058.foundation,contact@globalimpactfoundation1058.org,Low,Pilot Testing
1059,Global Impact Foundation 1059,Brazil,Child Welfare,Policy Advocacy,www.globalimpactfoundation1059.foundation,contact@globalimpactfoundation1059.org,High,Partnership
1060,Global Impact Foundation 1060,Australia,Women Empowerment,Rural Development,www.globalimpactfoundation1060.global,contact@globalimpactfoundation1060.global,High,Outreach
1061,Global Impact Foundation 1061,UAE,Human Rights,Rural Development,www.globalimpactfoundation1061.global,contact@globalimpactfoundation1061.foundation,Medium,Pilot Testing
1062,Global Impact Foundation 1062,Brazil,Women Empowerment,Skill Development,www.globalimpactfoundation1062.ngo,contact@globalimpactfoundation1062.ngo,High,Funding
1063,Global Impact Foundation 1063,Kenya,Poverty Relief,Policy Advocacy,www.globalimpactfoundation1063.org,contact@globalimpactfoundation1063.global,High,Outreach
1064,Global Impact Foundation 1064,Kenya,Women Empowerment,Policy Advocacy,www.globalimpactfoundation1064.ngo,contact@globalimpactfoundation1064.foundation,High,Funding
1065,Global Impact Foundation 1065,Germany,Health,Urban Support,www.globalimpactfoundation1065.org,contact@globalimpactfoundation1065.foundation,Medium,Partnership
1066,Global Impact Foundation 1066,Kenya,Health,Community Health,www.globalimpactfoundation1066.foundation,contact@globalimpactfoundation1066.org,High,Outreach
1067,Global Impact Foundation 1067,South Africa,Child Welfare,Community Health,www.globalimpactfoundation1067.org,contact@globalimpactfoundation1067.global,High,Partnership
1068,Global Impact Foundation 1068,South Africa,Poverty Relief,Community Health,www.globalimpactfoundation1068.global,contact@globalimpactfoundation1068.global,Medium,Pilot Testing
1069,Global Impact Foundation 1069,USA,Education,Policy Advocacy,www.globalimpactfoundation1069.ngo,contact@globalimpactfoundation1069.ngo,High,Partnership
1070,Global Impact Foundation 1070,Germany,Poverty Relief,Community Health,www.globalimpactfoundation1070.global,contact@globalimpactfoundation1070.foundation,High,Pilot Testing
1071,Global Impact Foundation 1071,Canada,Women Empowerment,Disaster Relief,www.globalimpactfoundation1071.global,contact@globalimpactfoundation1071.ngo,High,Pilot Testing
1072,Global Impact Foundation 1072,South Africa,Poverty Relief,Disaster Relief,www.globalimpactfoundation1072.ngo,contact@globalimpactfoundation1072.foundation,Medium,Funding
1073,Global Impact Foundation 1073,Kenya,Education,Urban Support,www.globalimpactfoundation1073.global,contact@globalimpactfoundation1073.org,Low,Funding
1074,Global Impact Foundation 1074,Brazil,Poverty Relief,Disaster Relief,www.globalimpactfoundation1074.global,contact@globalimpactfoundation1074.global,Low,Partnership
1075,Global Impact Foundation 1075,Brazil,Health,Skill Development,www.globalimpactfoundation1075.ngo,contact@globalimpactfoundation1075.ngo,High,Outreach
1076,Global Impact Foundation 1076,USA,Education,Community Health,www.globalimpactfoundation1076.foundation,contact@globalimpactfoundation1076.ngo,Low,Outreach
1077,Global Impact Foundation 1077,Kenya,Health,Community Health,www.globalimpactfoundation1077.global,contact@globalimpactfoundation1077.global,Low,Partnership
1078,Global Impact Foundation 1078,Kenya,Health,Policy Advocacy,www.globalimpactfoundation1078.global,contact@globalimpactfoundation1078.foundation,High,Partnership
1079,Global Impact Foundation 1079,India,Human Rights,Community Health,www.globalimpactfoundation1079.ngo,contact@globalimpactfoundation1079.global,Low,Partnership
1080,Global Impact Foundation 1080,UAE,Women Empowerment,Skill Development,www.globalimpactfoundation1080.org,contact@globalimpactfoundation1080.foundation,Low,Pilot Testing
1081,Global Impact Foundation 1081,USA,Education,Policy Advocacy,www.globalimpactfoundation1081.global,contact@globalimpactfoundation1081.foundation,High,Pilot Testing
1082,Global Impact Foundation 1082,Germany,Child Welfare,Community Health,www.globalimpactfoundation1082.global,contact@globalimpactfoundation1082.foundation,Low,Pilot Testing
1083,Global Impact Foundation 1083,UAE,Health,Urban Support,www.globalimpactfoundation1083.global,contact@globalimpactfoundation1083.ngo,Medium,Outreach
1084,Global Impact Foundation 1084,India,Health,Skill Development,www.globalimpactfoundation1084.global,contact@globalimpactfoundation1084.foundation,Low,Pilot Testing
1085,Global Impact Foundation 1085,UK,Child Welfare,Rural Development,www.globalimpactfoundation1085.ngo,contact@globalimpactfoundation1085.foundation,High,Funding
1086,Global Impact Foundation 1086,India,Health,Urban Support,www.globalimpactfoundation1086.foundation,contact@globalimpactfoundation1086.foundation,High,Funding
1087,Global Impact Foundation 1087,Australia,Environment,Disaster Relief,www.globalimpactfoundation1087.ngo,contact@globalimpactfoundation1087.foundation,Medium,Funding
1088,Global Impact Foundation 1088,Kenya,Child Welfare,Skill Development,www.globalimpactfoundation1088.global,contact@globalimpactfoundation1088.ngo,Low,Outreach
1089,Global Impact Foundation 1089,UK,Women Empowerment,Skill Development,www.globalimpactfoundation1089.global,contact@globalimpactfoundation1089.foundation,Low,Funding
1090,Global Impact Foundation 1090,Germany,Health,Disaster Relief,www.globalimpactfoundation1090.global,contact@globalimpactfoundation1090.foundation,High,Pilot Testing
1091,Global Impact Foundation 1091,USA,Human Rights,Community Health,www.globalimpactfoundation1091.ngo,contact@globalimpactfoundation1091.global,High,Outreach
1092,Global Impact Foundation 1092,South Africa,Health,Skill Development,www.globalimpactfoundation1092.ngo,contact@globalimpactfoundation1092.global,High,Outreach
1093,Global Impact Foundation 1093,Canada,Education,Urban Support,www.globalimpactfoundation1093.org,contact@globalimpactfoundation1093.global,Low,Pilot Testing
1094,Global Impact Foundation 1094,Kenya,Environment,Urban Support,www.globalimpactfoundation1094.foundation,contact@globalimpactfoundation1094.foundation,Medium,Pilot Testing
1095,Global Impact Foundation 1095,Brazil,Poverty Relief,Urban Support,www.globalimpactfoundation1095.org,contact@globalimpactfoundation1095.org,Medium,Pilot Testing
1096,Global Impact Foundation 1096,South Africa,Environment,Urban Support,www.globalimpactfoundation1096.org,contact@globalimpactfoundation1096.ngo,Medium,Funding
1097,Global Impact Foundation 1097,India,Human Rights,Rural Development,www.globalimpactfoundation1097.foundation,contact@globalimpactfoundation1097.foundation,Low,Funding
1098,Global Impact Foundation 1098,UK,Education,Policy Advocacy,www.globalimpactfoundation1098.global,contact@globalimpactfoundation1098.global,Low,Pilot Testing
1099,Global Impact Foundation 1099,Brazil,Health,Rural Development,www.globalimpactfoundation1099.foundation,contact@globalimpactfoundation1099.org,High,Pilot Testing
1100,Global Impact Foundation 1100,UAE,Human Rights,Policy Advocacy,www.globalimpactfoundation1100.ngo,contact@globalimpactfoundation1100.foundation,High,Pilot Testing
1101,Global Impact Foundation 1101,Kenya,Environment,Disaster Relief,www.globalimpactfoundation1101.ngo,contact@globalimpactfoundation1101.org,Medium,Pilot Testing
1102,Global Impact Foundation 1102,Canada,Poverty Relief,Skill Development,www.globalimpactfoundation1102.ngo,contact@globalimpactfoundation1102.org,High,Outreach
1103,Global Impact Foundation 1103,Kenya,Child Welfare,Rural Development,www.globalimpactfoundation1103.global,contact@globalimpactfoundation1103.global,Medium,Outreach
1104,Global Impact Foundation 1104,India,Women Empowerment,Urban Support,www.globalimpactfoundation1104.foundation,contact@globalimpactfoundation1104.foundation,High,Partnership
1105,Global Impact Foundation 1105,USA,Child Welfare,Community Health,www.globalimpactfoundation1105.global,contact@globalimpactfoundation1105.foundation,Medium,Funding
1106,Global Impact Foundation 1106,South Africa,Child Welfare,Community Health,www.globalimpactfoundation1106.ngo,contact@globalimpactfoundation1106.org,Medium,Outreach
1107,Global Impact Foundation 1107,Canada,Child Welfare,Community Health,www.globalimpactfoundation1107.ngo,contact@globalimpactfoundation1107.org,Low,Partnership
1108,Global Impact Foundation 1108,UK,Women Empowerment,Policy Advocacy,www.globalimpactfoundation1108.foundation,contact@globalimpactfoundation1108.foundation,Medium,Partnership
1109,Global Impact Foundation 1109,India,Child Welfare,Skill Development,www.globalimpactfoundation1109.org,contact@globalimpactfoundation1109.org,High,Pilot Testing
1110,Global Impact Foundation 1110,UAE,Human Rights,Disaster Relief,www.globalimpactfoundation1110.org,contact@globalimpactfoundation1110.ngo,High,Pilot Testing
1111,Global Impact Foundation 1111,Kenya,Environment,Rural Development,www.globalimpactfoundation1111.ngo,contact@globalimpactfoundation1111.org,High,Funding
1112,Global Impact Foundation 1112,USA,Health,Policy Advocacy,www.globalimpactfoundation1112.foundation,contact@globalimpactfoundation1112.ngo,Medium,Funding
1113,Global Impact Foundation 1113,Germany,Environment,Policy Advocacy,www.globalimpactfoundation1113.foundation,contact@globalimpactfoundation1113.foundation,High,Outreach
1114,Global Impact Foundation 1114,South Africa,Poverty Relief,Rural Development,www.globalimpactfoundation1114.org,contact@globalimpactfoundation1114.ngo,High,Pilot Testing
1115,Global Impact Foundation 1115,India,Education,Skill Development,www.globalimpactfoundation1115.org,contact@globalimpactfoundation1115.org,Low,Pilot Testing
1116,Global Impact Foundation 1116,India,Women Empowerment,Rural Development,www.globalimpactfoundation1116.global,contact@globalimpactfoundation1116.org,Medium,Outreach
1117,Global Impact Foundation 1117,Brazil,Child Welfare,Skill Development,www.globalimpactfoundation1117.global,contact@globalimpactfoundation1117.foundation,Low,Funding
1118,Global Impact Foundation 1118,Brazil,Women Empowerment,Rural Development,www.globalimpactfoundation1118.global,contact@globalimpactfoundation1118.global,High,Pilot Testing
1119,Global Impact Foundation 1119,Kenya,Child Welfare,Skill Development,www.globalimpactfoundation1119.org,contact@globalimpactfoundation1119.foundation,Medium,Pilot Testing
1120,Global Impact Foundation 1120,Australia,Health,Policy Advocacy,www.globalimpactfoundation1120.global,contact@globalimpactfoundation1120.org,Low,Outreach
1121,Global Impact Foundation 1121,Canada,Women Empowerment,Disaster Relief,www.globalimpactfoundation1121.foundation,contact@globalimpactfoundation1121.global,Low,Outreach
1122,Global Impact Foundation 1122,Germany,Human Rights,Skill Development,www.globalimpactfoundation1122.foundation,contact@globalimpactfoundation1122.global,High,Outreach
1123,Global Impact Foundation 1123,Australia,Education,Skill Development,www.globalimpactfoundation1123.org,contact@globalimpactfoundation1123.global,High,Funding
1124,Global Impact Foundation 1124,UAE,Child Welfare,Skill Development,www.globalimpactfoundation1124.ngo,contact@globalimpactfoundation1124.ngo,Low,Pilot Testing
1125,Global Impact Foundation 1125,Kenya,Women Empowerment,Policy Advocacy,www.globalimpactfoundation1125.foundation,contact@globalimpactfoundation1125.org,Medium,Pilot Testing
1126,Global Impact Foundation 1126,India,Human Rights,Community Health,www.globalimpactfoundation1126.ngo,contact@globalimpactfoundation1126.global,Medium,Pilot Testing
1127,Global Impact Foundation 1127,UK,Child Welfare,Disaster Relief,www.globalimpactfoundation1127.ngo,contact@globalimpactfoundation1127.foundation,Medium,Outreach
1128,Global Impact Foundation 1128,Germany,Women Empowerment,Community Health,www.globalimpactfoundation1128.foundation,contact@globalimpactfoundation1128.global,High,Funding
1129,Global Impact Foundation 1129,Canada,Education,Skill Development,www.globalimpactfoundation1129.ngo,contact@globalimpactfoundation1129.foundation,Low,Outreach
1130,Global Impact Foundation 1130,South Africa,Health,Rural Development,www.globalimpactfoundation1130.ngo,contact@globalimpactfoundation1130.org,Medium,Funding
1131,Global Impact Foundation 1131,India,Women Empowerment,Rural Development,www.globalimpactfoundation1131.foundation,contact@globalimpactfoundation1131.foundation,High,Funding
1132,Global Impact Foundation 1132,UK,Education,Policy Advocacy,www.globalimpactfoundation1132.foundation,contact@globalimpactfoundation1132.ngo,Medium,Outreach
1133,Global Impact Foundation 1133,Brazil,Poverty Relief,Community Health,www.globalimpactfoundation1133.global,contact@globalimpactfoundation1133.foundation,High,Funding
1134,Global Impact Foundation 1134,UK,Health,Skill Development,www.globalimpactfoundation1134.global,contact@globalimpactfoundation1134.ngo,Medium,Partnership
1135,Global Impact Foundation 1135,USA,Environment,Rural Development,www.globalimpactfoundation1135.ngo,contact@globalimpactfoundation1135.global,High,Funding
1136,Global Impact Foundation 1136,Kenya,Child Welfare,Disaster Relief,www.globalimpactfoundation1136.foundation,contact@globalimpactfoundation1136.org,Medium,Pilot Testing
1137,Global Impact Foundation 1137,USA,Human Rights,Community Health,www.globalimpactfoundation1137.foundation,contact@globalimpactfoundation1137.global,High,Funding
1138,Global Impact Foundation 1138,Canada,Human Rights,Policy Advocacy,www.globalimpactfoundation1138.global,contact@globalimpactfoundation1138.ngo,Low,Funding
1139,Global Impact Foundation 1139,Brazil,Child Welfare,Policy Advocacy,www.globalimpactfoundation1139.global,contact@globalimpactfoundation1139.ngo,Medium,Funding
1140,Global Impact Foundation 1140,South Africa,Poverty Relief,Urban Support,www.globalimpactfoundation1140.ngo,contact@globalimpactfoundation1140.foundation,Medium,Funding
1141,Global Impact Foundation 1141,South Africa,Human Rights,Disaster Relief,www.globalimpactfoundation1141.ngo,contact@globalimpactfoundation1141.ngo,Medium,Pilot Testing
1142,Global Impact Foundation 1142,India,Human Rights,Rural Development,www.globalimpactfoundation1142.ngo,contact@globalimpactfoundation1142.ngo,Medium,Pilot Testing
1143,Global Impact Foundation 1143,Australia,Environment,Community Health,www.globalimpactfoundation1143.global,contact@globalimpactfoundation1143.global,Low,Outreach
1144,Global Impact Foundation 1144,Australia,Environment,Rural Development,www.globalimpactfoundation1144.foundation,contact@globalimpactfoundation1144.foundation,Low,Outreach
1145,Global Impact Foundation 1145,Canada,Education,Rural Development,www.globalimpactfoundation1145.global,contact@globalimpactfoundation1145.ngo,Low,Partnership
1146,Global Impact Foundation 1146,Australia,Human Rights,Skill Development,www.globalimpactfoundation1146.org,contact@globalimpactfoundation1146.foundation,Medium,Partnership
1147,Global Impact Foundation 1147,Brazil,Child Welfare,Disaster Relief,www.globalimpactfoundation1147.ngo,contact@globalimpactfoundation1147.org,High,Partnership
1148,Global Impact Foundation 1148,UK,Environment,Policy Advocacy,www.globalimpactfoundation1148.foundation,contact@globalimpactfoundation1148.org,High,Pilot Testing
1149,Global Impact Foundation 1149,USA,Education,Community Health,www.globalimpactfoundation1149.global,contact@globalimpactfoundation1149.global,Low,Funding
1150,Global Impact Foundation 1150,UK,Health,Urban Support,www.globalimpactfoundation1150.foundation,contact@globalimpactfoundation1150.org,High,Outreach
1151,Global Impact Foundation 1151,UK,Education,Rural Development,www.globalimpactfoundation1151.global,contact@globalimpactfoundation1151.org,High,Pilot Testing
1152,Global Impact Foundation 1152,Canada,Poverty Relief,Rural Development,www.globalimpactfoundation1152.global,contact@globalimpactfoundation1152.global,Low,Outreach
1153,Global Impact Foundation 1153,South Africa,Child Welfare,Skill Development,www.globalimpactfoundation1153.ngo,contact@globalimpactfoundation1153.ngo,Medium,Pilot Testing
1154,Global Impact Foundation 1154,Brazil,Child Welfare,Community Health,www.globalimpactfoundation1154.global,contact@globalimpactfoundation1154.org,Medium,Outreach
1155,Global Impact Foundation 1155,Australia,Human Rights,Rural Development,www.globalimpactfoundation1155.global,contact@globalimpactfoundation1155.org,Low,Partnership
1156,Global Impact Foundation 1156,UAE,Women Empowerment,Rural Development,www.globalimpactfoundation1156.global,contact@globalimpactfoundation1156.global,Low,Funding
1157,Global Impact Foundation 1157,UAE,Environment,Community Health,www.globalimpactfoundation1157.org,contact@globalimpactfoundation1157.ngo,Medium,Outreach
1158,Global Impact Foundation 1158,Canada,Child Welfare,Rural Development,www.globalimpactfoundation1158.org,contact@globalimpactfoundation1158.global,Low,Outreach
1159,Global Impact Foundation 1159,USA,Child Welfare,Policy Advocacy,www.globalimpactfoundation1159.foundation,contact@globalimpactfoundation1159.global,Low,Funding
1160,Global Impact Foundation 1160,Kenya,Health,Urban Support,www.globalimpactfoundation1160.ngo,contact@globalimpactfoundation1160.ngo,Low,Pilot Testing
1161,Global Impact Foundation 1161,UAE,Poverty Relief,Rural Development,www.globalimpactfoundation1161.org,contact@globalimpactfoundation1161.org,High,Partnership
1162,Global Impact Foundation 1162,Kenya,Environment,Community Health,www.globalimpactfoundation1162.org,contact@globalimpactfoundation1162.global,Medium,Partnership
1163,Global Impact Foundation 1163,Germany,Health,Skill Development,www.globalimpactfoundation1163.org,contact@globalimpactfoundation1163.global,High,Outreach
1164,Global Impact Foundation 1164,Australia,Poverty Relief,Skill Development,www.globalimpactfoundation1164.org,contact@globalimpactfoundation1164.global,High,Funding
1165,Global Impact Foundation 1165,UK,Child Welfare,Urban Support,www.globalimpactfoundation1165.global,contact@globalimpactfoundation1165.ngo,High,Outreach
1166,Global Impact Foundation 1166,Germany,Health,Policy Advocacy,www.globalimpactfoundation1166.global,contact@globalimpactfoundation1166.ngo,Medium,Outreach
1167,Global Impact Foundation 1167,Brazil,Child Welfare,Urban Support,www.globalimpactfoundation1167.foundation,contact@globalimpactfoundation1167.ngo,Medium,Funding
1168,Global Impact Foundation 1168,India,Human Rights,Disaster Relief,www.globalimpactfoundation1168.ngo,contact@globalimpactfoundation1168.global,Medium,Outreach
1169,Global Impact Foundation 1169,Germany,Child Welfare,Policy Advocacy,www.globalimpactfoundation1169.org,contact@globalimpactfoundation1169.org,Medium,Funding
1170,Global Impact Foundation 1170,South Africa,Education,Skill Development,www.globalimpactfoundation1170.ngo,contact@globalimpactfoundation1170.org,Medium,Partnership
1171,Global Impact Foundation 1171,UAE,Environment,Skill Development,www.globalimpactfoundation1171.global,contact@globalimpactfoundation1171.foundation,Medium,Pilot Testing
1172,Global Impact Foundation 1172,Brazil,Health,Policy Advocacy,www.globalimpactfoundation1172.global,contact@globalimpactfoundation1172.global,Low,Pilot Testing
1173,Global Impact Foundation 1173,Australia,Environment,Disaster Relief,www.globalimpactfoundation1173.global,contact@globalimpactfoundation1173.foundation,High,Outreach
1174,Global Impact Foundation 1174,UAE,Poverty Relief,Urban Support,www.globalimpactfoundation1174.global,contact@globalimpactfoundation1174.global,High,Partnership
1175,Global Impact Foundation 1175,Kenya,Health,Rural Development,www.globalimpactfoundation1175.ngo,contact@globalimpactfoundation1175.foundation,High,Partnership
1176,Global Impact Foundation 1176,Canada,Poverty Relief,Skill Development,www.globalimpactfoundation1176.global,contact@globalimpactfoundation1176.global,High,Funding
1177,Global Impact Foundation 1177,UAE,Child Welfare,Rural Development,www.globalimpactfoundation1177.ngo,contact@globalimpactfoundation1177.foundation,High,Funding
1178,Global Impact Foundation 1178,UK,Poverty Relief,Skill Development,www.globalimpactfoundation1178.foundation,contact@globalimpactfoundation1178.org,Low,Outreach
1179,Global Impact Foundation 1179,Brazil,Poverty Relief,Urban Support,www.globalimpactfoundation1179.ngo,contact@globalimpactfoundation1179.foundation,High,Partnership
1180,Global Impact Foundation 1180,UAE,Education,Disaster Relief,www.globalimpactfoundation1180.global,contact@globalimpactfoundation1180.org,High,Pilot Testing
1181,Global Impact Foundation 1181,Brazil,Human Rights,Urban Support,www.globalimpactfoundation1181.global,contact@globalimpactfoundation1181.foundation,Medium,Funding
1182,Global Impact Foundation 1182,Brazil,Poverty Relief,Urban Support,www.globalimpactfoundation1182.global,contact@globalimpactfoundation1182.ngo,Medium,Pilot Testing
1183,Global Impact Foundation 1183,UK,Environment,Urban Support,www.globalimpactfoundation1183.ngo,contact@globalimpactfoundation1183.foundation,Medium,Outreach
1184,Global Impact Foundation 1184,UK,Poverty Relief,Rural Development,www.globalimpactfoundation1184.foundation,contact@globalimpactfoundation1184.global,High,Pilot Testing
1185,Global Impact Foundation 1185,Brazil,Child Welfare,Urban Support,www.globalimpactfoundation1185.org,contact@globalimpactfoundation1185.ngo,High,Funding
1186,Global Impact Foundation 1186,South Africa,Health,Skill Development,www.globalimpactfoundation1186.global,contact@globalimpactfoundation1186.ngo,High,Funding
1187,Global Impact Foundation 1187,UK,Environment,Policy Advocacy,www.globalimpactfoundation1187.ngo,contact@globalimpactfoundation1187.org,Medium,Outreach
1188,Global Impact Foundation 1188,UAE,Women Empowerment,Skill Development,www.globalimpactfoundation1188.ngo,contact@globalimpactfoundation1188.org,High,Outreach
1189,Global Impact Foundation 1189,South Africa,Women Empowerment,Skill Development,www.globalimpactfoundation1189.org,contact@globalimpactfoundation1189.org,Medium,Outreach
1190,Global Impact Foundation 1190,India,Child Welfare,Urban Support,www.globalimpactfoundation1190.global,contact@globalimpactfoundation1190.global,Low,Partnership
1191,Global Impact Foundation 1191,UAE,Human Rights,Skill Development,www.globalimpactfoundation1191.ngo,contact@globalimpactfoundation1191.foundation,Low,Pilot Testing
1192,Global Impact Foundation 1192,India,Women Empowerment,Rural Development,www.globalimpactfoundation1192.foundation,contact@globalimpactfoundation1192.ngo,Low,Partnership
1193,Global Impact Foundation 1193,India,Child Welfare,Policy Advocacy,www.globalimpactfoundation1193.foundation,contact@globalimpactfoundation1193.ngo,High,Outreach
1194,Global Impact Foundation 1194,UK,Health,Urban Support,www.globalimpactfoundation1194.org,contact@globalimpactfoundation1194.foundation,High,Pilot Testing
1195,Global Impact Foundation 1195,Kenya,Education,Skill Development,www.globalimpactfoundation1195.foundation,contact@globalimpactfoundation1195.foundation,Medium,Pilot Testing
1196,Global Impact Foundation 1196,India,Education,Skill Development,www.globalimpactfoundation1196.global,contact@globalimpactfoundation1196.foundation,Medium,Partnership
1197,Global Impact Foundation 1197,Brazil,Poverty Relief,Policy Advocacy,www.globalimpactfoundation1197.ngo,contact@globalimpactfoundation1197.foundation,Medium,Partnership
1198,Global Impact Foundation 1198,Australia,Human Rights,Skill Development,www.globalimpactfoundation1198.foundation,contact@globalimpactfoundation1198.global,Medium,Outreach
1199,Global Impact Foundation 1199,South Africa,Human Rights,Skill Development,www.globalimpactfoundation1199.org,contact@globalimpactfoundation1199.ngo,Medium,Pilot Testing
1200,Global Impact Foundation 1200,Germany,Human Rights,Skill Development,www.globalimpactfoundation1200.org,contact@globalimpactfoundation1200.ngo,High,Funding
1201,Global Impact Foundation 1201,Brazil,Health,Policy Advocacy,www.globalimpactfoundation1201.ngo,contact@globalimpactfoundation1201.global,High,Funding
1202,Global Impact Foundation 1202,South Africa,Child Welfare,Policy Advocacy,www.globalimpactfoundation1202.ngo,contact@globalimpactfoundation1202.org,Medium,Funding
1203,Global Impact Foundation 1203,UK,Education,Rural Development,www.globalimpactfoundation1203.foundation,contact@globalimpactfoundation1203.ngo,High,Pilot Testing
1204,Global Impact Foundation 1204,Kenya,Child Welfare,Skill Development,www.globalimpactfoundation1204.org,contact@globalimpactfoundation1204.foundation,High,Outreach
