Record_ID,Year,Month,State,District,Data_Source,Population,ANC_Registrations,Immunization,Malaria_Cases,Dengue_Cases,TB_Cases
REC0299,2021,Jan,Tamil Nadu,Chennai,Smile Foundation,120614,915,1438,80,63,73
REC0300,2022,Apr,Karnataka,Bengaluru,CARE India,54114,358,1123,113,129,75
REC0301,2023,Mar,Tamil Nadu,Chennai,WHO India,187214,329,276,93,111,78
REC0302,2023,Jan,Tamil Nadu,Madurai,National Health Mission (NHM),111079,630,340,81,122,25
REC0303,2021,Feb,Tamil Nadu,Madurai,Doctors For You,172636,430,493,81,142,66
REC0304,2022,Apr,Karnataka,Bengaluru,CARE India,100069,582,306,194,6,90
REC0305,2025,Mar,Tamil Nadu,Madurai,NFHS Survey,74098,941,1085,105,25,34
REC0306,2022,Mar,Karnataka,Mysuru,WHO India,118539,211,1346,133,58,50
REC0307,2022,Jan,Maharashtra,Pune,National Health Mission (NHM),142539,101,339,4,74,56
REC0308,2022,Jun,Uttar Pradesh,Lucknow,NFHS Survey,55082,502,754,116,93,7
REC0309,2023,Feb,Maharashtra,Pune,WHO India,120891,735,1207,107,134,42
REC0310,2025,Jan,Tamil Nadu,Madurai,Doctors For You,176597,183,1421,190,89,38
REC0311,2023,Feb,Maharashtra,Mumbai,NFHS Survey,188150,831,1319,116,12,6
REC0312,2023,Feb,Maharashtra,Pune,Smile Foundation,165264,792,1417,173,104,38
REC0313,2022,May,Maharashtra,Mumbai,NFHS Survey,193021,847,730,200,45,4
REC0314,2025,Apr,Karnataka,Mysuru,HMIS Portal India,188500,809,1236,28,10,72
REC0315,2022,Jan,Tamil Nadu,Chennai,Smile Foundation,175434,429,1141,198,42,84
REC0316,2023,Mar,Uttar Pradesh,Lucknow,CARE India,75408,284,778,28,11,9
REC0317,2024,Apr,Maharashtra,Mumbai,NFHS Survey,193099,341,915,152,132,63
REC0318,2023,Mar,Tamil Nadu,Chennai,HMIS Portal India,125672,772,1395,150,37,81
REC0319,2025,Apr,Tamil Nadu,Madurai,CARE India,150015,712,1053,150,14,99
REC0320,2024,Jan,Tamil Nadu,Madurai,CARE India,105856,987,281,184,91,57
REC0321,2023,Jan,Uttar Pradesh,Lucknow,NFHS Survey,59671,624,465,38,120,79
REC0322,2024,May,Tamil Nadu,Madurai,CARE India,76784,421,245,85,3,40
REC0323,2022,May,Maharashtra,Pune,WHO India,135456,574,401,170,61,45
REC0324,2021,Mar,Uttar Pradesh,Lucknow,CARE India,136832,766,1261,163,54,29
REC0325,2021,Jan,Maharashtra,Mumbai,CARE India,74422,575,1465,110,56,17
REC0326,2021,Mar,Karnataka,Bengaluru,WHO India,162255,421,727,80,39,88
REC0327,2025,May,Uttar Pradesh,Lucknow,CARE India,138081,750,1029,7,123,83
REC0328,2025,Apr,Uttar Pradesh,Varanasi,WHO India,123494,650,886,45,49,75
REC0329,2024,Feb,Tamil Nadu,Chennai,NFHS Survey,131298,915,276,0,78,10
REC0330,2021,Jan,Karnataka,Bengaluru,WHO India,56851,222,1409,162,134,74
REC0331,2024,Feb,Maharashtra,Mumbai,Doctors For You,93998,510,311,129,138,66
REC0332,2025,Jan,Maharashtra,Mumbai,NFHS Survey,196021,467,485,103,19,25
REC0333,2023,Jan,Karnataka,Bengaluru,CARE India,156061,375,1069,7,19,31
REC0334,2025,Feb,Karnataka,Bengaluru,WHO India,152971,494,1196,34,110,6
REC0335,2023,May,Maharashtra,Pune,National Health Mission (NHM),182965,715,385,124,138,42
REC0336,2023,May,Karnataka,Bengaluru,National Health Mission (NHM),158544,581,422,99,31,5
REC0337,2025,Feb,Maharashtra,Pune,CARE India,156904,181,1482,114,25,44
REC0338,2023,May,Uttar Pradesh,Varanasi,Smile Foundation,184509,811,502,193,21,66
REC0339,2024,Jan,Tamil Nadu,Madurai,Doctors For You,90296,936,1228,38,28,8
REC0340,2021,May,Uttar Pradesh,Varanasi,WHO India,90684,943,580,22,124,91
REC0341,2023,Jun,Karnataka,Mysuru,Doctors For You,147325,335,730,188,141,17
REC0342,2022,Feb,Maharashtra,Pune,National Health Mission (NHM),176965,196,1394,185,59,41
REC0343,2022,Mar,Tamil Nadu,Madurai,Smile Foundation,81516,962,926,85,5,90
REC0344,2022,May,Uttar Pradesh,Varanasi,CARE India,141982,600,780,31,72,9
REC0345,2023,Mar,Tamil Nadu,Madurai,National Health Mission (NHM),58877,649,924,122,9,17
REC0346,2025,Apr,Karnataka,Mysuru,CARE India,88261,816,659,197,66,49
REC0347,2023,Jun,Karnataka,Mysuru,National Health Mission (NHM),120754,781,779,147,19,7
REC0348,2025,Mar,Tamil Nadu,Chennai,WHO India,117346,506,1392,60,148,12
REC0349,2024,Apr,Uttar Pradesh,Varanasi,National Health Mission (NHM),154308,924,565,66,25,98
REC0350,2025,Mar,Karnataka,Bengaluru,CARE India,140117,545,884,36,143,68
REC0351,2023,Jun,Uttar Pradesh,Varanasi,CARE India,199702,371,349,145,30,2
REC0352,2021,Mar,Karnataka,Mysuru,WHO India,139062,659,718,46,69,22
REC0353,2023,Apr,Tamil Nadu,Chennai,National Health Mission (NHM),161018,688,230,178,53,55
REC0354,2021,Apr,Maharashtra,Pune,HMIS Portal India,70068,198,473,140,105,32
REC0355,2025,Apr,Tamil Nadu,Chennai,HMIS Portal India,101731,706,298,82,73,69
REC0356,2025,Jan,Tamil Nadu,Madurai,HMIS Portal India,142912,835,330,193,145,84
REC0357,2021,May,Maharashtra,Pune,HMIS Portal India,168604,656,1440,66,103,47
REC0358,2025,Feb,Karnataka,Bengaluru,NFHS Survey,67718,286,1006,68,133,39
REC0359,2025,May,Uttar Pradesh,Varanasi,CARE India,108742,783,623,22,78,18
REC0360,2023,Mar,Tamil Nadu,Madurai,HMIS Portal India,99692,568,203,166,143,94
REC0361,2025,Jun,Maharashtra,Pune,Doctors For You,195780,158,1122,180,145,78
REC0362,2025,Jan,Uttar Pradesh,Varanasi,National Health Mission (NHM),102927,188,667,4,33,33
REC0363,2025,Jan,Karnataka,Mysuru,WHO India,68600,809,468,143,122,64
REC0364,2025,Jan,Karnataka,Mysuru,Smile Foundation,196963,125,727,113,98,73
REC0365,2022,Jun,Tamil Nadu,Chennai,WHO India,99777,645,1280,120,142,66
REC0366,2022,Feb,Karnataka,Mysuru,National Health Mission (NHM),90218,747,424,88,136,72
REC0367,2023,Jan,Tamil Nadu,Chennai,HMIS Portal India,153624,180,1185,27,56,87
REC0368,2022,Jan,Maharashtra,Pune,Smile Foundation,132861,637,1135,142,144,95
REC0369,2023,Apr,Karnataka,Mysuru,CARE India,156166,280,571,11,73,59
REC0370,2023,May,Karnataka,Mysuru,HMIS Portal India,136772,996,502,16,15,31
REC0371,2021,Jun,Maharashtra,Mumbai,NFHS Survey,96255,385,1135,107,131,1
REC0372,2024,Jun,Karnataka,Mysuru,Smile Foundation,155218,960,1257,8,146,95
REC0373,2025,Apr,Uttar Pradesh,Lucknow,National Health Mission (NHM),74561,328,868,133,58,69
REC0374,2022,Apr,Karnataka,Bengaluru,HMIS Portal India,152250,671,1457,19,72,52
REC0375,2023,Jan,Uttar Pradesh,Varanasi,WHO India,96216,298,228,186,102,55
REC0376,2024,Jun,Tamil Nadu,Madurai,CARE India,81282,499,395,33,129,51
REC0377,2021,Jan,Maharashtra,Pune,Doctors For You,167274,661,758,102,43,28
REC0378,2021,May,Uttar Pradesh,Varanasi,NFHS Survey,127279,328,979,112,116,91
REC0379,2022,Mar,Tamil Nadu,Chennai,Smile Foundation,177974,437,1013,198,80,86
REC0380,2022,Jun,Karnataka,Mysuru,WHO India,162003,895,1032,139,80,5
REC0381,2023,Jun,Uttar Pradesh,Lucknow,CARE India,189846,264,649,75,103,70
REC0382,2024,Mar,Tamil Nadu,Chennai,CARE India,125890,848,1427,169,136,51
REC0383,2022,May,Karnataka,Mysuru,Smile Foundation,72802,421,922,46,134,95
REC0384,2022,Jun,Uttar Pradesh,Varanasi,WHO India,160334,130,819,179,8,1
REC0385,2021,Feb,Karnataka,Bengaluru,HMIS Portal India,188708,594,1109,97,45,66
REC0386,2024,May,Uttar Pradesh,Lucknow,HMIS Portal India,94311,806,1126,64,144,39
REC0387,2022,Jan,Maharashtra,Mumbai,National Health Mission (NHM),113326,568,495,179,110,88
REC0388,2021,May,Maharashtra,Mumbai,WHO India,89095,811,279,182,17,60
REC0389,2025,Feb,Karnataka,Mysuru,WHO India,116845,638,1107,37,111,46
REC0390,2025,Mar,Maharashtra,Pune,HMIS Portal India,75400,630,673,14,51,27
REC0391,2021,Mar,Uttar Pradesh,Lucknow,WHO India,135042,310,772,8,99,20
REC0392,2023,Jun,Tamil Nadu,Chennai,National Health Mission (NHM),97611,483,746,13,85,34
REC0393,2024,Mar,Uttar Pradesh,Varanasi,NFHS Survey,93257,950,272,14,4,9
REC0394,2024,May,Maharashtra,Pune,National Health Mission (NHM),160692,218,502,0,120,63
REC0395,2024,Mar,Uttar Pradesh,Lucknow,National Health Mission (NHM),87493,113,1166,183,85,11
REC0396,2025,Jan,Uttar Pradesh,Varanasi,Smile Foundation,59173,399,799,48,46,50
REC0397,2023,Feb,Maharashtra,Pune,NFHS Survey,79977,808,305,122,41,34
REC0398,2025,Feb,Tamil Nadu,Chennai,Smile Foundation,93944,355,1108,27,104,13
REC0399,2024,Mar,Tamil Nadu,Chennai,CARE India,53094,524,287,65,93,49
REC0400,2025,May,Uttar Pradesh,Lucknow,WHO India,171531,694,985,106,63,54
REC0401,2022,Jan,Maharashtra,Pune,NFHS Survey,87742,609,1041,6,108,66
REC0402,2023,Apr,Karnataka,Bengaluru,CARE India,61433,508,389,106,69,71
REC0403,2021,Feb,Maharashtra,Mumbai,Doctors For You,140095,376,526,48,94,81
REC0404,2023,Mar,Uttar Pradesh,Lucknow,Smile Foundation,133993,462,1195,20,12,15
REC0405,2021,Jan,Uttar Pradesh,Lucknow,WHO India,131374,744,984,114,127,64
REC0406,2021,Feb,Tamil Nadu,Madurai,HMIS Portal India,148847,427,447,54,92,36
REC0407,2021,Feb,Tamil Nadu,Madurai,National Health Mission (NHM),157720,604,490,83,7,70
REC0408,2022,Jun,Karnataka,Mysuru,NFHS Survey,50947,604,407,89,49,57
REC0409,2025,May,Tamil Nadu,Madurai,WHO India,148296,716,295,138,136,44
REC0410,2023,Feb,Tamil Nadu,Chennai,WHO India,188316,679,529,1,3,45
REC0411,2023,Jan,Karnataka,Bengaluru,Doctors For You,142698,584,664,162,77,15
REC0412,2021,Jan,Karnataka,Mysuru,WHO India,68185,294,1347,92,11,64
REC0413,2025,Jun,Tamil Nadu,Chennai,WHO India,78489,735,702,38,142,84
REC0414,2022,Jun,Tamil Nadu,Chennai,Smile Foundation,74997,718,1241,92,134,80
REC0415,2023,May,Karnataka,Mysuru,Smile Foundation,158618,622,921,78,5,78
REC0416,2021,Jun,Karnataka,Bengaluru,HMIS Portal India,160743,491,1415,65,48,32
REC0417,2022,Jun,Maharashtra,Pune,Smile Foundation,55037,569,1194,13,103,56
REC0418,2024,Mar,Uttar Pradesh,Varanasi,WHO India,83790,694,1423,38,89,68
REC0419,2024,Jun,Uttar Pradesh,Varanasi,National Health Mission (NHM),163291,849,1315,138,48,62
REC0420,2021,May,Maharashtra,Mumbai,National Health Mission (NHM),139101,908,269,58,82,20
REC0421,2023,Mar,Maharashtra,Pune,WHO India,66779,921,588,128,77,39
REC0422,2025,Jan,Maharashtra,Pune,HMIS Portal India,105386,683,1065,19,113,78
REC0423,2021,Mar,Uttar Pradesh,Varanasi,CARE India,183166,301,1265,177,82,99
REC0424,2025,Mar,Uttar Pradesh,Lucknow,WHO India,130752,824,1338,67,150,43
REC0425,2025,Jun,Karnataka,Mysuru,NFHS Survey,51966,905,411,124,53,78
REC0426,2022,Jun,Tamil Nadu,Chennai,HMIS Portal India,70966,814,365,38,44,38
REC0427,2022,May,Karnataka,Mysuru,Doctors For You,170121,583,1175,96,23,47
REC0428,2023,Feb,Maharashtra,Mumbai,HMIS Portal India,194200,918,1017,151,106,85
REC0429,2023,May,Karnataka,Mysuru,Smile Foundation,191320,582,914,44,19,4
REC0430,2024,Jan,Uttar Pradesh,Varanasi,National Health Mission (NHM),50428,162,1080,125,129,60
REC0431,2023,Mar,Maharashtra,Mumbai,HMIS Portal India,77215,980,843,30,101,76
REC0432,2021,Feb,Karnataka,Bengaluru,WHO India,108396,214,221,185,124,51
REC0433,2024,Apr,Tamil Nadu,Chennai,WHO India,93953,866,240,158,130,2
REC0434,2025,Feb,Maharashtra,Pune,NFHS Survey,131941,172,1474,71,71,2
REC0435,2022,Jan,Karnataka,Mysuru,WHO India,142923,289,803,11,126,16
REC0436,2023,Jun,Tamil Nadu,Chennai,HMIS Portal India,154537,867,1477,131,58,21
REC0437,2021,Feb,Maharashtra,Pune,CARE India,108568,942,1046,159,70,62
REC0438,2025,May,Uttar Pradesh,Lucknow,CARE India,124480,685,435,18,115,1
REC0439,2021,May,Tamil Nadu,Chennai,Doctors For You,134047,851,914,98,50,47
REC0440,2024,Mar,Uttar Pradesh,Varanasi,Doctors For You,109125,173,502,190,60,96
REC0441,2025,Apr,Tamil Nadu,Madurai,CARE India,90295,821,1186,197,23,98
REC0442,2024,Feb,Maharashtra,Pune,WHO India,168857,510,1117,33,38,74
REC0443,2021,Mar,Maharashtra,Pune,HMIS Portal India,142320,321,676,28,58,3
REC0444,2025,May,Maharashtra,Pune,National Health Mission (NHM),142056,203,1360,75,29,77
REC0445,2021,Feb,Maharashtra,Mumbai,National Health Mission (NHM),98554,434,954,55,7,83
REC0446,2023,Jun,Uttar Pradesh,Lucknow,Smile Foundation,187042,211,693,93,49,34
REC0447,2024,Jan,Tamil Nadu,Madurai,WHO India,100690,950,1191,101,45,44
REC0448,2024,Jan,Uttar Pradesh,Varanasi,Smile Foundation,144180,388,1495,65,79,68
REC0449,2022,Jan,Maharashtra,Mumbai,WHO India,119838,889,646,167,2,71
REC0450,2024,May,Uttar Pradesh,Varanasi,HMIS Portal India,70796,474,1092,17,29,38
REC0451,2024,Feb,Uttar Pradesh,Varanasi,NFHS Survey,147794,666,750,48,21,1
REC0452,2021,Jan,Tamil Nadu,Chennai,HMIS Portal India,115789,469,910,133,119,86
REC0453,2021,Mar,Uttar Pradesh,Varanasi,WHO India,99929,523,964,108,148,84
REC0454,2021,Mar,Tamil Nadu,Chennai,HMIS Portal India,74613,893,600,25,18,76
REC0455,2022,Apr,Maharashtra,Mumbai,CARE India,81033,529,945,22,69,22
REC0456,2024,Jan,Maharashtra,Pune,NFHS Survey,94580,541,1352,162,31,1
REC0457,2021,Feb,Karnataka,Bengaluru,WHO India,110489,657,958,47,113,43
REC0458,2023,May,Maharashtra,Pune,Smile Foundation,78346,897,1025,34,53,42
REC0459,2021,Jun,Maharashtra,Pune,NFHS Survey,139648,525,1423,44,114,4
REC0460,2023,Jun,Uttar Pradesh,Varanasi,Doctors For You,120031,666,453,108,39,64
REC0461,2022,May,Karnataka,Bengaluru,HMIS Portal India,163315,234,1446,165,138,96
REC0462,2025,Jun,Tamil Nadu,Madurai,NFHS Survey,136587,720,1204,100,124,29
REC0463,2022,Jun,Maharashtra,Mumbai,HMIS Portal India,193839,618,1175,89,28,55
REC0464,2024,Mar,Tamil Nadu,Madurai,National Health Mission (NHM),86215,936,850,186,24,17
REC0465,2024,Jun,Tamil Nadu,Madurai,National Health Mission (NHM),132021,930,379,124,68,44
REC0466,2022,Jan,Uttar Pradesh,Varanasi,National Health Mission (NHM),184906,674,1016,140,15,96
REC0467,2021,Jan,Karnataka,Mysuru,Doctors For You,110300,403,613,136,100,48
REC0468,2025,Feb,Tamil Nadu,Madurai,National Health Mission (NHM),79798,166,544,82,11,91
REC0469,2022,Mar,Maharashtra,Pune,NFHS Survey,82491,440,635,12,0,79
REC0470,2023,May,Karnataka,Bengaluru,HMIS Portal India,160899,945,961,115,58,50
REC0471,2024,Jun,Maharashtra,Mumbai,Smile Foundation,127311,136,475,116,25,15
REC0472,2021,Feb,Uttar Pradesh,Lucknow,WHO India,73494,618,552,31,108,18
REC0473,2023,Apr,Tamil Nadu,Madurai,HMIS Portal India,124294,242,655,56,11,72
REC0474,2022,May,Karnataka,Mysuru,WHO India,68021,727,1129,69,136,35
REC0475,2024,Mar,Karnataka,Mysuru,HMIS Portal India,74126,571,417,95,73,56
REC0476,2021,May,Maharashtra,Pune,WHO India,99561,952,1296,149,57,93
REC0477,2023,Jun,Uttar Pradesh,Lucknow,NFHS Survey,96459,611,1377,173,49,26
REC0478,2025,Apr,Uttar Pradesh,Varanasi,National Health Mission (NHM),90011,110,692,37,101,21
REC0479,2025,Jun,Tamil Nadu,Chennai,WHO India,197552,686,263,19,0,60
REC0480,2023,Apr,Uttar Pradesh,Varanasi,Smile Foundation,119651,260,1057,74,94,57
REC0481,2023,Apr,Uttar Pradesh,Lucknow,HMIS Portal India,88375,302,511,88,102,96
REC0482,2022,Mar,Tamil Nadu,Chennai,National Health Mission (NHM),125990,967,1356,113,46,100
REC0483,2025,Jun,Uttar Pradesh,Lucknow,Smile Foundation,68627,473,764,169,27,0
REC0484,2025,May,Uttar Pradesh,Lucknow,Smile Foundation,169797,123,416,3,143,47
REC0485,2023,Feb,Uttar Pradesh,Lucknow,Smile Foundation,140363,495,598,53,76,63
REC0486,2021,Apr,Uttar Pradesh,Lucknow,WHO India,183682,595,206,94,35,19
REC0487,2022,Mar,Maharashtra,Pune,HMIS Portal India,104188,950,755,82,136,74
REC0488,2024,Feb,Maharashtra,Mumbai,WHO India,146555,853,1432,89,41,20
REC0489,2025,Mar,Maharashtra,Pune,WHO India,103713,726,265,88,72,23
REC0490,2021,Apr,Tamil Nadu,Chennai,Smile Foundation,85121,490,1481,49,49,59
REC0491,2023,Mar,Maharashtra,Pune,Doctors For You,77236,390,807,21,49,84
REC0492,2025,May,Maharashtra,Mumbai,National Health Mission (NHM),184155,774,1458,16,85,5
REC0493,2024,May,Uttar Pradesh,Varanasi,National Health Mission (NHM),60180,215,533,3,110,63
REC0494,2022,Jan,Uttar Pradesh,Varanasi,NFHS Survey,78602,293,396,111,86,18
REC0495,2022,Mar,Uttar Pradesh,Varanasi,NFHS Survey,166321,368,336,104,70,94
REC0496,2024,Apr,Maharashtra,Pune,NFHS Survey,76466,166,1443,187,77,26
REC0497,2024,May,Tamil Nadu,Chennai,Doctors For You,87318,525,1225,170,46,82
REC0498,2022,Mar,Uttar Pradesh,Varanasi,HMIS Portal India,76704,376,1117,190,10,31
REC0499,2021,Feb,Karnataka,Mysuru,Doctors For You,139109,412,1354,125,124,22
REC0500,2022,May,Maharashtra,Pune,Doctors For You,163559,519,336,85,3,81
REC0501,2022,Jan,Tamil Nadu,Chennai,Doctors For You,72140,343,1441,72,25,30
REC0502,2024,Jun,Uttar Pradesh,Lucknow,Doctors For You,97785,643,1123,53,100,3
REC0503,2023,Jan,Uttar Pradesh,Varanasi,National Health Mission (NHM),160005,747,1057,93,104,58
REC0504,2023,Jun,Tamil Nadu,Madurai,CARE India,130210,805,1210,0,36,14
REC0505,2022,Jan,Karnataka,Mysuru,CARE India,69462,202,714,75,49,41
REC0506,2025,Apr,Karnataka,Bengaluru,Smile Foundation,96849,798,290,126,73,3
REC0507,2025,Apr,Karnataka,Bengaluru,Doctors For You,84826,555,954,176,140,50
REC0508,2024,Jan,Tamil Nadu,Chennai,HMIS Portal India,175396,170,508,143,68,43
REC0509,2023,Mar,Maharashtra,Pune,CARE India,73825,246,1297,19,61,27
REC0510,2025,Jun,Maharashtra,Pune,NFHS Survey,180723,104,519,78,9,20
REC0511,2023,Jun,Maharashtra,Pune,NFHS Survey,181232,982,975,160,111,35
REC0512,2025,Apr,Maharashtra,Mumbai,Doctors For You,130990,626,277,133,71,77
REC0513,2022,Apr,Tamil Nadu,Madurai,Doctors For You,115828,887,254,23,60,27
REC0514,2022,Jan,Karnataka,Bengaluru,CARE India,162135,991,218,192,103,41
REC0515,2025,Mar,Tamil Nadu,Madurai,HMIS Portal India,171332,766,676,175,2,93
REC0516,2021,Jan,Maharashtra,Mumbai,NFHS Survey,77517,392,1309,137,121,35
REC0517,2024,Feb,Tamil Nadu,Chennai,CARE India,197085,861,729,77,108,11
REC0518,2024,May,Uttar Pradesh,Varanasi,NFHS Survey,196984,793,720,161,32,83
REC0519,2021,Apr,Tamil Nadu,Madurai,NFHS Survey,163451,234,1197,78,124,5
REC0520,2025,Jan,Karnataka,Mysuru,National Health Mission (NHM),62366,646,1498,137,37,30
REC0521,2021,Apr,Uttar Pradesh,Lucknow,National Health Mission (NHM),114995,820,1331,182,109,38
REC0522,2021,Apr,Maharashtra,Pune,HMIS Portal India,153899,615,1379,32,36,75
REC0523,2025,Jun,Uttar Pradesh,Varanasi,CARE India,199065,249,301,99,7,25
REC0524,2022,Jan,Karnataka,Bengaluru,CARE India,145920,725,523,171,96,73
REC0525,2023,Jun,Tamil Nadu,Chennai,NFHS Survey,159075,895,788,140,108,32
REC0526,2022,May,Tamil Nadu,Chennai,WHO India,142501,971,489,5,87,65
REC0527,2024,May,Uttar Pradesh,Varanasi,NFHS Survey,92281,942,1177,173,118,62
REC0528,2021,May,Karnataka,Mysuru,Doctors For You,134073,709,1483,21,130,78
REC0529,2025,Jun,Uttar Pradesh,Varanasi,Smile Foundation,130018,362,630,190,148,11
REC0530,2024,Mar,Uttar Pradesh,Varanasi,Smile Foundation,124815,568,536,123,24,68
REC0531,2025,Apr,Karnataka,Bengaluru,Doctors For You,52707,604,1276,27,67,27
REC0532,2021,Feb,Tamil Nadu,Chennai,WHO India,60203,666,902,140,140,33
REC0533,2025,Jun,Uttar Pradesh,Lucknow,Smile Foundation,82935,544,931,143,113,29
REC0534,2025,Apr,Karnataka,Bengaluru,National Health Mission (NHM),188404,874,984,13,4,72
REC0535,2023,May,Maharashtra,Mumbai,Doctors For You,97653,821,220,117,128,46
REC0536,2021,May,Uttar Pradesh,Lucknow,National Health Mission (NHM),189484,488,598,36,46,80
REC0537,2021,Mar,Karnataka,Mysuru,NFHS Survey,81191,331,618,8,58,96
REC0538,2024,Jun,Tamil Nadu,Chennai,National Health Mission (NHM),135611,875,658,186,11,29
REC0539,2023,May,Maharashtra,Pune,WHO India,119779,154,628,178,68,88
REC0540,2021,Feb,Uttar Pradesh,Varanasi,Smile Foundation,192719,346,1071,149,18,9
REC0541,2024,Jun,Uttar Pradesh,Varanasi,CARE India,73884,358,335,27,120,69
REC0542,2024,Mar,Karnataka,Mysuru,WHO India,57591,443,564,176,148,52
REC0543,2021,Feb,Uttar Pradesh,Varanasi,Doctors For You,173204,255,624,199,104,77
REC0544,2022,Jan,Uttar Pradesh,Varanasi,HMIS Portal India,195274,974,579,116,90,84
REC0545,2021,Jan,Uttar Pradesh,Lucknow,HMIS Portal India,141202,371,232,95,52,73
REC0546,2023,Jun,Uttar Pradesh,Lucknow,CARE India,64977,319,1200,16,104,49
REC0547,2021,May,Karnataka,Mysuru,NFHS Survey,119960,762,1343,91,144,0
REC0548,2025,May,Tamil Nadu,Madurai,HMIS Portal India,134318,334,734,22,36,3
REC0549,2022,May,Karnataka,Bengaluru,NFHS Survey,63218,540,201,94,72,7
REC0550,2023,May,Tamil Nadu,Madurai,HMIS Portal India,163302,824,676,111,119,81
REC0551,2021,Jun,Karnataka,Bengaluru,NFHS Survey,120207,130,1464,94,82,4
REC0552,2023,Feb,Tamil Nadu,Madurai,National Health Mission (NHM),51549,411,322,156,118,13
REC0553,2023,May,Tamil Nadu,Madurai,National Health Mission (NHM),138409,694,813,151,128,59
REC0554,2021,Jan,Karnataka,Bengaluru,WHO India,93611,850,961,83,107,26
REC0555,2022,Jan,Tamil Nadu,Madurai,CARE India,150257,149,960,24,120,27
REC0556,2025,Apr,Uttar Pradesh,Varanasi,NFHS Survey,85822,475,997,139,16,88
REC0557,2025,Jun,Uttar Pradesh,Lucknow,WHO India,130069,742,295,132,39,70
REC0558,2025,Mar,Maharashtra,Mumbai,HMIS Portal India,134096,485,1080,175,4,40
REC0559,2024,May,Maharashtra,Mumbai,Doctors For You,166978,125,844,91,79,98
REC0560,2021,Feb,Karnataka,Bengaluru,HMIS Portal India,112961,564,876,200,104,22
REC0561,2024,Jun,Maharashtra,Mumbai,Doctors For You,155341,128,890,38,135,13
REC0562,2025,Mar,Uttar Pradesh,Lucknow,National Health Mission (NHM),183454,819,1220,40,36,79
REC0563,2024,Mar,Tamil Nadu,Madurai,NFHS Survey,50039,175,509,152,53,79
REC0564,2024,May,Karnataka,Mysuru,NFHS Survey,121352,991,395,138,134,35
REC0565,2021,Apr,Maharashtra,Mumbai,National Health Mission (NHM),149518,913,517,183,62,62
REC0566,2021,Jan,Maharashtra,Mumbai,NFHS Survey,180847,222,1334,125,74,77
REC0567,2024,Jun,Tamil Nadu,Chennai,National Health Mission (NHM),174096,436,662,121,34,78
REC0568,2021,Jun,Tamil Nadu,Madurai,NFHS Survey,110246,978,330,126,61,2
REC0569,2023,Jan,Uttar Pradesh,Lucknow,Doctors For You,86000,894,868,76,135,6
REC0570,2022,Jun,Tamil Nadu,Chennai,Smile Foundation,86637,400,955,156,18,46
REC0571,2023,Apr,Karnataka,Mysuru,Doctors For You,154297,152,753,185,27,41
REC0572,2025,Apr,Tamil Nadu,Chennai,HMIS Portal India,108186,881,1335,82,53,91
REC0573,2024,Feb,Tamil Nadu,Madurai,Smile Foundation,117128,979,665,21,125,69
REC0574,2023,May,Tamil Nadu,Madurai,Doctors For You,100493,315,449,87,5,47
REC0575,2023,May,Tamil Nadu,Chennai,Smile Foundation,60999,413,1105,188,0,4
REC0576,2022,Feb,Uttar Pradesh,Lucknow,Smile Foundation,87831,140,1128,154,25,28
REC0577,2023,Apr,Uttar Pradesh,Varanasi,Smile Foundation,96812,569,1016,42,16,49
REC0578,2022,Jun,Tamil Nadu,Madurai,Smile Foundation,90788,670,736,56,143,85
REC0579,2023,Jan,Maharashtra,Pune,CARE India,160248,624,1285,8,91,4
REC0580,2022,Jan,Karnataka,Bengaluru,CARE India,178150,768,1450,151,61,13
REC0581,2021,Jun,Maharashtra,Pune,Smile Foundation,70178,327,826,74,39,49
REC0582,2025,Jan,Tamil Nadu,Chennai,HMIS Portal India,113420,884,1431,171,136,77
REC0583,2024,Feb,Maharashtra,Pune,Doctors For You,197897,876,420,27,37,91
REC0584,2025,May,Maharashtra,Mumbai,NFHS Survey,63760,395,1431,147,19,45
REC0585,2023,Mar,Uttar Pradesh,Lucknow,WHO India,100998,857,464,129,34,92
REC0586,2021,May,Tamil Nadu,Chennai,National Health Mission (NHM),169394,434,349,175,146,91
REC0587,2021,Apr,Uttar Pradesh,Varanasi,HMIS Portal India,117095,329,1490,74,106,1
REC0588,2023,Mar,Karnataka,Mysuru,Smile Foundation,133334,248,514,99,16,96
REC0589,2021,Jan,Uttar Pradesh,Varanasi,CARE India,103927,463,1199,28,37,44
REC0590,2023,Feb,Tamil Nadu,Chennai,NFHS Survey,194369,567,301,129,23,35
REC0591,2021,Mar,Tamil Nadu,Madurai,Doctors For You,74582,345,922,156,86,22
REC0592,2024,Mar,Karnataka,Mysuru,Doctors For You,54684,528,1037,65,146,25
REC0593,2021,Apr,Maharashtra,Pune,HMIS Portal India,197310,752,1231,14,35,17
REC0594,2023,Jun,Uttar Pradesh,Varanasi,Doctors For You,107811,957,1117,14,80,74
REC0595,2021,Apr,Tamil Nadu,Madurai,HMIS Portal India,199901,842,453,5,38,34
REC0596,2023,Jan,Maharashtra,Mumbai,Smile Foundation,158411,985,298,152,30,2
REC0597,2022,Feb,Karnataka,Mysuru,Doctors For You,104665,605,350,123,81,99
REC0598,2023,Mar,Maharashtra,Pune,HMIS Portal India,73025,701,474,162,95,50
REC0599,2021,Apr,Tamil Nadu,Madurai,HMIS Portal India,76000,673,212,191,80,31
