record_id,year,month,state,village_name,problem_type,cases,severity,population,affected_families,asha_workers,anc_registrations,immunization,institutional_deliveries,ngo_name,ngo_work
F49_REC00099,2020,Jun,West Bengal,Siliguri,Malaria,491,High,294509,65446,37,425,2202,754,Doctors For You,Emergency medical relief & rural health camps
F49_REC00099,2020,Jun,West Bengal,Siliguri,Dengue,241,High,294509,65446,37,425,2202,754,Doctors For You,Emergency medical relief & rural health camps
F49_REC00099,2020,Jun,West Bengal,Siliguri,TB,17,High,294509,65446,37,425,2202,754,Doctors For You,Emergency medical relief & rural health camps
F49_REC00100,2020,Sep,Karnataka,Mysuru,Malaria,224,Low,175799,39066,362,123,747,305,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00100,2020,Sep,Karnataka,Mysuru,Dengue,357,Low,175799,39066,362,123,747,305,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00100,2020,Sep,Karnataka,Mysuru,TB,297,Low,175799,39066,362,123,747,305,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00101,2018,Apr,Uttar Pradesh,Agra,Malaria,240,High,414899,92199,142,347,843,1295,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00101,2018,Apr,Uttar Pradesh,Agra,Dengue,378,High,414899,92199,142,347,843,1295,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00101,2018,Apr,Uttar Pradesh,Agra,TB,68,High,414899,92199,142,347,843,1295,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00102,2018,Jun,Karnataka,Hubli,Malaria,74,Low,360954,80212,62,394,903,418,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00102,2018,Jun,Karnataka,Hubli,Dengue,353,Low,360954,80212,62,394,903,418,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00102,2018,Jun,Karnataka,Hubli,TB,273,Low,360954,80212,62,394,903,418,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00103,2019,May,Uttar Pradesh,Lucknow,Malaria,200,High,306611,68135,344,799,400,719,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00103,2019,May,Uttar Pradesh,Lucknow,Dengue,203,High,306611,68135,344,799,400,719,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00103,2019,May,Uttar Pradesh,Lucknow,TB,176,High,306611,68135,344,799,400,719,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00104,2020,Apr,Maharashtra,Pune,Malaria,316,Low,333132,74029,302,262,3000,314,HMIS,Health management information systems & data monitoring
F49_REC00104,2020,Apr,Maharashtra,Pune,Dengue,140,Low,333132,74029,302,262,3000,314,HMIS,Health management information systems & data monitoring
F49_REC00104,2020,Apr,Maharashtra,Pune,TB,78,Low,333132,74029,302,262,3000,314,HMIS,Health management information systems & data monitoring
F49_REC00105,2018,Apr,Maharashtra,Pune,Malaria,410,Medium,360211,80046,322,513,2059,91,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00105,2018,Apr,Maharashtra,Pune,Dengue,317,Medium,360211,80046,322,513,2059,91,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00105,2018,Apr,Maharashtra,Pune,TB,2,Medium,360211,80046,322,513,2059,91,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00106,2017,Feb,West Bengal,Siliguri,Malaria,210,Low,423647,94143,327,1149,802,1199,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00106,2017,Feb,West Bengal,Siliguri,Dengue,310,Low,423647,94143,327,1149,802,1199,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00106,2017,Feb,West Bengal,Siliguri,TB,144,Low,423647,94143,327,1149,802,1199,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00107,2020,Jul,Uttar Pradesh,Lucknow,Malaria,58,Low,74897,16643,150,729,1578,308,NFHS,National health survey & maternal/child health data collection
F49_REC00107,2020,Jul,Uttar Pradesh,Lucknow,Dengue,167,Low,74897,16643,150,729,1578,308,NFHS,National health survey & maternal/child health data collection
F49_REC00107,2020,Jul,Uttar Pradesh,Lucknow,TB,157,Low,74897,16643,150,729,1578,308,NFHS,National health survey & maternal/child health data collection
F49_REC00108,2020,Jul,Bihar,Patna,Malaria,293,Low,82903,18422,394,1238,2499,287,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00108,2020,Jul,Bihar,Patna,Dengue,244,Low,82903,18422,394,1238,2499,287,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00108,2020,Jul,Bihar,Patna,TB,170,Low,82903,18422,394,1238,2499,287,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00109,2019,Mar,Uttar Pradesh,Varanasi,Malaria,141,Low,197817,43959,74,1378,1769,1091,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00109,2019,Mar,Uttar Pradesh,Varanasi,Dengue,123,Low,197817,43959,74,1378,1769,1091,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00109,2019,Mar,Uttar Pradesh,Varanasi,TB,164,Low,197817,43959,74,1378,1769,1091,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00110,2017,Aug,Bihar,Patna,Malaria,151,Low,488457,108546,308,1864,998,65,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F49_REC00110,2017,Aug,Bihar,Patna,Dengue,107,Low,488457,108546,308,1864,998,65,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F49_REC00110,2017,Aug,Bihar,Patna,TB,78,Low,488457,108546,308,1864,998,65,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F49_REC00111,2019,Sep,West Bengal,Kolkata,Malaria,427,Medium,151887,33752,251,1445,379,1081,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00111,2019,Sep,West Bengal,Kolkata,Dengue,397,Medium,151887,33752,251,1445,379,1081,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00111,2019,Sep,West Bengal,Kolkata,TB,96,Medium,151887,33752,251,1445,379,1081,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00112,2019,May,Maharashtra,Pune,Malaria,371,Low,484186,107596,367,1419,2493,265,Doctors For You,Emergency medical relief & rural health camps
F49_REC00112,2019,May,Maharashtra,Pune,Dengue,398,Low,484186,107596,367,1419,2493,265,Doctors For You,Emergency medical relief & rural health camps
F49_REC00112,2019,May,Maharashtra,Pune,TB,98,Low,484186,107596,367,1419,2493,265,Doctors For You,Emergency medical relief & rural health camps
F49_REC00113,2019,Jun,Tamil Nadu,Chennai,Malaria,161,High,487093,108242,51,561,2813,829,HMIS,Health management information systems & data monitoring
F49_REC00113,2019,Jun,Tamil Nadu,Chennai,Dengue,186,High,487093,108242,51,561,2813,829,HMIS,Health management information systems & data monitoring
F49_REC00113,2019,Jun,Tamil Nadu,Chennai,TB,198,High,487093,108242,51,561,2813,829,HMIS,Health management information systems & data monitoring
F49_REC00114,2017,Apr,Bihar,Patna,Malaria,480,High,87604,19467,98,1797,2826,1471,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00114,2017,Apr,Bihar,Patna,Dengue,62,High,87604,19467,98,1797,2826,1471,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00114,2017,Apr,Bihar,Patna,TB,15,High,87604,19467,98,1797,2826,1471,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00115,2017,Mar,Maharashtra,Mumbai,Malaria,460,Medium,107986,23996,228,1552,1407,683,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00115,2017,Mar,Maharashtra,Mumbai,Dengue,208,Medium,107986,23996,228,1552,1407,683,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00115,2017,Mar,Maharashtra,Mumbai,TB,46,Medium,107986,23996,228,1552,1407,683,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00116,2018,Mar,Bihar,Muzaffarpur,Malaria,437,Medium,286171,63593,337,394,1667,934,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00116,2018,Mar,Bihar,Muzaffarpur,Dengue,61,Medium,286171,63593,337,394,1667,934,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00116,2018,Mar,Bihar,Muzaffarpur,TB,109,Medium,286171,63593,337,394,1667,934,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00117,2018,Mar,Karnataka,Bengaluru,Malaria,251,Low,457498,101666,308,1269,697,1439,Doctors For You,Emergency medical relief & rural health camps
F49_REC00117,2018,Mar,Karnataka,Bengaluru,Dengue,60,Low,457498,101666,308,1269,697,1439,Doctors For You,Emergency medical relief & rural health camps
F49_REC00117,2018,Mar,Karnataka,Bengaluru,TB,41,Low,457498,101666,308,1269,697,1439,Doctors For You,Emergency medical relief & rural health camps
F49_REC00118,2017,Jul,Uttar Pradesh,Varanasi,Malaria,143,High,67563,15014,243,1732,2952,1450,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00118,2017,Jul,Uttar Pradesh,Varanasi,Dengue,333,High,67563,15014,243,1732,2952,1450,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00118,2017,Jul,Uttar Pradesh,Varanasi,TB,33,High,67563,15014,243,1732,2952,1450,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00119,2019,Apr,Maharashtra,Mumbai,Malaria,168,High,228444,50765,106,408,2026,607,NFHS,National health survey & maternal/child health data collection
F49_REC00119,2019,Apr,Maharashtra,Mumbai,Dengue,248,High,228444,50765,106,408,2026,607,NFHS,National health survey & maternal/child health data collection
F49_REC00119,2019,Apr,Maharashtra,Mumbai,TB,49,High,228444,50765,106,408,2026,607,NFHS,National health survey & maternal/child health data collection
F49_REC00120,2017,Feb,Gujarat,Vadodara,Malaria,265,Low,88335,19630,242,1659,2124,1134,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00120,2017,Feb,Gujarat,Vadodara,Dengue,175,Low,88335,19630,242,1659,2124,1134,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00120,2017,Feb,Gujarat,Vadodara,TB,78,Low,88335,19630,242,1659,2124,1134,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00121,2020,Aug,Gujarat,Vadodara,Malaria,196,Low,237706,52823,345,1930,2030,970,HMIS,Health management information systems & data monitoring
F49_REC00121,2020,Aug,Gujarat,Vadodara,Dengue,340,Low,237706,52823,345,1930,2030,970,HMIS,Health management information systems & data monitoring
F49_REC00121,2020,Aug,Gujarat,Vadodara,TB,106,Low,237706,52823,345,1930,2030,970,HMIS,Health management information systems & data monitoring
F49_REC00122,2019,Jan,Bihar,Gaya,Malaria,427,Low,220706,49045,195,836,1595,953,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00122,2019,Jan,Bihar,Gaya,Dengue,72,Low,220706,49045,195,836,1595,953,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00122,2019,Jan,Bihar,Gaya,TB,121,Low,220706,49045,195,836,1595,953,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00123,2017,Jan,Maharashtra,Pune,Malaria,149,High,267092,59353,376,1897,1873,626,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00123,2017,Jan,Maharashtra,Pune,Dengue,7,High,267092,59353,376,1897,1873,626,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00123,2017,Jan,Maharashtra,Pune,TB,151,High,267092,59353,376,1897,1873,626,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00124,2020,Apr,Tamil Nadu,Madurai,Malaria,149,Low,68004,15112,260,1533,1577,806,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00124,2020,Apr,Tamil Nadu,Madurai,Dengue,92,Low,68004,15112,260,1533,1577,806,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00124,2020,Apr,Tamil Nadu,Madurai,TB,247,Low,68004,15112,260,1533,1577,806,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00125,2020,Feb,Maharashtra,Nagpur,Malaria,51,Medium,372074,82683,352,1219,2600,953,Doctors For You,Emergency medical relief & rural health camps
F49_REC00125,2020,Feb,Maharashtra,Nagpur,Dengue,174,Medium,372074,82683,352,1219,2600,953,Doctors For You,Emergency medical relief & rural health camps
F49_REC00125,2020,Feb,Maharashtra,Nagpur,TB,15,Medium,372074,82683,352,1219,2600,953,Doctors For You,Emergency medical relief & rural health camps
F49_REC00126,2018,Jun,Gujarat,Surat,Malaria,353,Low,216126,48028,83,1481,275,1304,Doctors For You,Emergency medical relief & rural health camps
F49_REC00126,2018,Jun,Gujarat,Surat,Dengue,59,Low,216126,48028,83,1481,275,1304,Doctors For You,Emergency medical relief & rural health camps
F49_REC00126,2018,Jun,Gujarat,Surat,TB,193,Low,216126,48028,83,1481,275,1304,Doctors For You,Emergency medical relief & rural health camps
F49_REC00127,2019,Aug,Karnataka,Hubli,Malaria,251,High,182826,40628,186,1692,1997,668,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00127,2019,Aug,Karnataka,Hubli,Dengue,120,High,182826,40628,186,1692,1997,668,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00127,2019,Aug,Karnataka,Hubli,TB,39,High,182826,40628,186,1692,1997,668,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00128,2020,Apr,Karnataka,Bengaluru,Malaria,169,Medium,356902,79311,67,749,977,805,HMIS,Health management information systems & data monitoring
F49_REC00128,2020,Apr,Karnataka,Bengaluru,Dengue,94,Medium,356902,79311,67,749,977,805,HMIS,Health management information systems & data monitoring
F49_REC00128,2020,Apr,Karnataka,Bengaluru,TB,34,Medium,356902,79311,67,749,977,805,HMIS,Health management information systems & data monitoring
F49_REC00129,2018,Mar,Tamil Nadu,Madurai,Malaria,499,Medium,226875,50416,348,1035,1228,272,HMIS,Health management information systems & data monitoring
F49_REC00129,2018,Mar,Tamil Nadu,Madurai,Dengue,165,Medium,226875,50416,348,1035,1228,272,HMIS,Health management information systems & data monitoring
F49_REC00129,2018,Mar,Tamil Nadu,Madurai,TB,234,Medium,226875,50416,348,1035,1228,272,HMIS,Health management information systems & data monitoring
F49_REC00130,2017,Feb,West Bengal,Kolkata,Malaria,330,High,368913,81980,78,773,289,425,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F49_REC00130,2017,Feb,West Bengal,Kolkata,Dengue,91,High,368913,81980,78,773,289,425,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F49_REC00130,2017,Feb,West Bengal,Kolkata,TB,180,High,368913,81980,78,773,289,425,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F49_REC00131,2018,Mar,Gujarat,Vadodara,Malaria,355,Low,460933,102429,364,1430,652,1434,HMIS,Health management information systems & data monitoring
F49_REC00131,2018,Mar,Gujarat,Vadodara,Dengue,180,Low,460933,102429,364,1430,652,1434,HMIS,Health management information systems & data monitoring
F49_REC00131,2018,Mar,Gujarat,Vadodara,TB,147,Low,460933,102429,364,1430,652,1434,HMIS,Health management information systems & data monitoring
F49_REC00132,2018,Aug,Gujarat,Ahmedabad,Malaria,393,Low,379098,84244,287,1208,2561,1265,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00132,2018,Aug,Gujarat,Ahmedabad,Dengue,201,Low,379098,84244,287,1208,2561,1265,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00132,2018,Aug,Gujarat,Ahmedabad,TB,159,Low,379098,84244,287,1208,2561,1265,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00133,2017,Aug,Uttar Pradesh,Agra,Malaria,266,Low,204016,45336,213,263,1180,935,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00133,2017,Aug,Uttar Pradesh,Agra,Dengue,99,Low,204016,45336,213,263,1180,935,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00133,2017,Aug,Uttar Pradesh,Agra,TB,180,Low,204016,45336,213,263,1180,935,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00134,2020,Jul,Maharashtra,Mumbai,Malaria,269,Low,445515,99003,397,1172,1817,1393,HMIS,Health management information systems & data monitoring
F49_REC00134,2020,Jul,Maharashtra,Mumbai,Dengue,16,Low,445515,99003,397,1172,1817,1393,HMIS,Health management information systems & data monitoring
F49_REC00134,2020,Jul,Maharashtra,Mumbai,TB,177,Low,445515,99003,397,1172,1817,1393,HMIS,Health management information systems & data monitoring
F49_REC00135,2019,Jun,West Bengal,Howrah,Malaria,221,Low,168224,37383,99,1272,747,761,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00135,2019,Jun,West Bengal,Howrah,Dengue,118,Low,168224,37383,99,1272,747,761,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00135,2019,Jun,West Bengal,Howrah,TB,236,Low,168224,37383,99,1272,747,761,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00136,2018,Aug,Maharashtra,Pune,Malaria,102,High,265895,59087,126,1265,2808,875,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00136,2018,Aug,Maharashtra,Pune,Dengue,108,High,265895,59087,126,1265,2808,875,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00136,2018,Aug,Maharashtra,Pune,TB,89,High,265895,59087,126,1265,2808,875,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00137,2019,Mar,Tamil Nadu,Coimbatore,Malaria,203,High,493096,109576,180,883,1135,411,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00137,2019,Mar,Tamil Nadu,Coimbatore,Dengue,305,High,493096,109576,180,883,1135,411,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00137,2019,Mar,Tamil Nadu,Coimbatore,TB,61,High,493096,109576,180,883,1135,411,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00138,2018,May,Tamil Nadu,Coimbatore,Malaria,492,Low,219737,48830,308,1688,838,716,HMIS,Health management information systems & data monitoring
F49_REC00138,2018,May,Tamil Nadu,Coimbatore,Dengue,113,Low,219737,48830,308,1688,838,716,HMIS,Health management information systems & data monitoring
F49_REC00138,2018,May,Tamil Nadu,Coimbatore,TB,195,Low,219737,48830,308,1688,838,716,HMIS,Health management information systems & data monitoring
F49_REC00139,2020,Mar,Gujarat,Surat,Malaria,220,Low,51560,11457,66,343,2350,272,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00139,2020,Mar,Gujarat,Surat,Dengue,287,Low,51560,11457,66,343,2350,272,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00139,2020,Mar,Gujarat,Surat,TB,174,Low,51560,11457,66,343,2350,272,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00140,2018,May,Maharashtra,Mumbai,Malaria,322,Low,124485,27663,131,1054,2071,1181,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00140,2018,May,Maharashtra,Mumbai,Dengue,76,Low,124485,27663,131,1054,2071,1181,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00140,2018,May,Maharashtra,Mumbai,TB,205,Low,124485,27663,131,1054,2071,1181,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00141,2017,Feb,Gujarat,Ahmedabad,Malaria,419,Medium,448490,99664,365,238,1394,582,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00141,2017,Feb,Gujarat,Ahmedabad,Dengue,308,Medium,448490,99664,365,238,1394,582,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00141,2017,Feb,Gujarat,Ahmedabad,TB,219,Medium,448490,99664,365,238,1394,582,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00142,2020,Jun,Gujarat,Ahmedabad,Malaria,402,Low,457232,101607,356,389,1817,508,NFHS,National health survey & maternal/child health data collection
F49_REC00142,2020,Jun,Gujarat,Ahmedabad,Dengue,265,Low,457232,101607,356,389,1817,508,NFHS,National health survey & maternal/child health data collection
F49_REC00142,2020,Jun,Gujarat,Ahmedabad,TB,291,Low,457232,101607,356,389,1817,508,NFHS,National health survey & maternal/child health data collection
F49_REC00143,2019,Jan,Gujarat,Surat,Malaria,400,Medium,390643,86809,40,1386,1209,1121,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F49_REC00143,2019,Jan,Gujarat,Surat,Dengue,388,Medium,390643,86809,40,1386,1209,1121,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F49_REC00143,2019,Jan,Gujarat,Surat,TB,232,Medium,390643,86809,40,1386,1209,1121,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F49_REC00144,2017,Apr,Bihar,Patna,Malaria,407,Low,349447,77654,66,1808,2594,1040,Doctors For You,Emergency medical relief & rural health camps
F49_REC00144,2017,Apr,Bihar,Patna,Dengue,183,Low,349447,77654,66,1808,2594,1040,Doctors For You,Emergency medical relief & rural health camps
F49_REC00144,2017,Apr,Bihar,Patna,TB,13,Low,349447,77654,66,1808,2594,1040,Doctors For You,Emergency medical relief & rural health camps
F49_REC00145,2018,Jan,West Bengal,Siliguri,Malaria,1,Medium,134075,29794,157,787,1826,1402,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00145,2018,Jan,West Bengal,Siliguri,Dengue,181,Medium,134075,29794,157,787,1826,1402,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00145,2018,Jan,West Bengal,Siliguri,TB,198,Medium,134075,29794,157,787,1826,1402,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00146,2019,Feb,West Bengal,Kolkata,Malaria,494,High,388068,86237,40,1572,2797,1061,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00146,2019,Feb,West Bengal,Kolkata,Dengue,152,High,388068,86237,40,1572,2797,1061,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00146,2019,Feb,West Bengal,Kolkata,TB,122,High,388068,86237,40,1572,2797,1061,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00147,2019,Jul,Karnataka,Bengaluru,Malaria,55,High,119829,26628,149,1046,2470,392,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00147,2019,Jul,Karnataka,Bengaluru,Dengue,142,High,119829,26628,149,1046,2470,392,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00147,2019,Jul,Karnataka,Bengaluru,TB,22,High,119829,26628,149,1046,2470,392,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00148,2017,Jan,Karnataka,Mysuru,Malaria,294,High,436149,96922,358,1679,2692,366,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00148,2017,Jan,Karnataka,Mysuru,Dengue,378,High,436149,96922,358,1679,2692,366,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00148,2017,Jan,Karnataka,Mysuru,TB,51,High,436149,96922,358,1679,2692,366,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00149,2019,May,Uttar Pradesh,Agra,Malaria,68,Low,99783,22174,35,1614,1102,1265,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00149,2019,May,Uttar Pradesh,Agra,Dengue,148,Low,99783,22174,35,1614,1102,1265,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00149,2019,May,Uttar Pradesh,Agra,TB,84,Low,99783,22174,35,1614,1102,1265,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00150,2020,Aug,Bihar,Patna,Malaria,18,Medium,313188,69597,341,275,1100,781,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00150,2020,Aug,Bihar,Patna,Dengue,160,Medium,313188,69597,341,275,1100,781,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00150,2020,Aug,Bihar,Patna,TB,263,Medium,313188,69597,341,275,1100,781,CARE India,"Women & child nutrition, sanitation & community health"
F49_REC00151,2019,Sep,West Bengal,Kolkata,Malaria,57,Medium,233747,51943,368,571,2914,1061,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00151,2019,Sep,West Bengal,Kolkata,Dengue,118,Medium,233747,51943,368,571,2914,1061,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00151,2019,Sep,West Bengal,Kolkata,TB,15,Medium,233747,51943,368,571,2914,1061,UNICEF India,"Child nutrition, immunization & maternal health programs"
F49_REC00152,2020,Apr,West Bengal,Siliguri,Malaria,289,Low,66470,14771,259,1693,1305,1172,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00152,2020,Apr,West Bengal,Siliguri,Dengue,274,Low,66470,14771,259,1693,1305,1172,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00152,2020,Apr,West Bengal,Siliguri,TB,97,Low,66470,14771,259,1693,1305,1172,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00153,2019,Feb,Uttar Pradesh,Lucknow,Malaria,416,Medium,137152,30478,292,1624,1539,719,NFHS,National health survey & maternal/child health data collection
F49_REC00153,2019,Feb,Uttar Pradesh,Lucknow,Dengue,252,Medium,137152,30478,292,1624,1539,719,NFHS,National health survey & maternal/child health data collection
F49_REC00153,2019,Feb,Uttar Pradesh,Lucknow,TB,244,Medium,137152,30478,292,1624,1539,719,NFHS,National health survey & maternal/child health data collection
F49_REC00154,2020,May,West Bengal,Siliguri,Malaria,315,Medium,244101,54244,282,1012,2137,1488,HMIS,Health management information systems & data monitoring
F49_REC00154,2020,May,West Bengal,Siliguri,Dengue,333,Medium,244101,54244,282,1012,2137,1488,HMIS,Health management information systems & data monitoring
F49_REC00154,2020,May,West Bengal,Siliguri,TB,79,Medium,244101,54244,282,1012,2137,1488,HMIS,Health management information systems & data monitoring
F49_REC00155,2019,Jan,Uttar Pradesh,Varanasi,Malaria,472,Medium,158987,35330,356,1426,1090,818,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F49_REC00155,2019,Jan,Uttar Pradesh,Varanasi,Dengue,206,Medium,158987,35330,356,1426,1090,818,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F49_REC00155,2019,Jan,Uttar Pradesh,Varanasi,TB,120,Medium,158987,35330,356,1426,1090,818,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F49_REC00156,2020,Feb,Uttar Pradesh,Agra,Malaria,189,High,98686,21930,95,1386,2850,1026,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00156,2020,Feb,Uttar Pradesh,Agra,Dengue,398,High,98686,21930,95,1386,2850,1026,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00156,2020,Feb,Uttar Pradesh,Agra,TB,283,High,98686,21930,95,1386,2850,1026,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F49_REC00157,2018,Jun,Maharashtra,Nagpur,Malaria,71,Medium,290457,64546,131,462,2066,810,Doctors For You,Emergency medical relief & rural health camps
F49_REC00157,2018,Jun,Maharashtra,Nagpur,Dengue,305,Medium,290457,64546,131,462,2066,810,Doctors For You,Emergency medical relief & rural health camps
F49_REC00157,2018,Jun,Maharashtra,Nagpur,TB,69,Medium,290457,64546,131,462,2066,810,Doctors For You,Emergency medical relief & rural health camps
F49_REC00158,2017,Mar,Tamil Nadu,Coimbatore,Malaria,317,High,160983,35774,207,1617,2232,339,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00158,2017,Mar,Tamil Nadu,Coimbatore,Dengue,351,High,160983,35774,207,1617,2232,339,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00158,2017,Mar,Tamil Nadu,Coimbatore,TB,22,High,160983,35774,207,1617,2232,339,WHO India,"Disease surveillance, immunization programs & policy advisory"
F49_REC00159,2020,Apr,Bihar,Gaya,Malaria,183,High,439093,97576,233,176,2194,367,HMIS,Health management information systems & data monitoring
