Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level,Source_File
FILE3_REC00256,2018,Aug,Gujarat,Vadodara,NHM,180398,120,276,279,445,112,70,173,High,File_3
FILE3_REC00257,2018,Jul,Maharashtra,Mumbai,NHM,151523,81,596,2375,712,9,186,171,Medium,File_3
FILE3_REC00258,2020,Jun,Gujarat,Ahmedabad,NFHS,72626,86,493,1095,130,28,23,72,Low,File_3
FILE3_REC00259,2020,Mar,Uttar Pradesh,Lucknow,NFHS,220163,136,236,1343,1088,395,239,36,High,File_3
FILE3_REC00260,2019,Feb,Gujarat,Vadodara,WHO India,152687,172,284,1338,215,241,7,91,Low,File_3
FILE3_REC00261,2019,May,Gujarat,Vadodara,NHM,152315,232,905,1298,1020,260,268,192,Low,File_3
FILE3_REC00262,2020,Apr,Karnataka,Mysuru,WHO India,289322,235,871,2166,582,168,204,83,Medium,File_3
FILE3_REC00263,2018,Jul,Karnataka,Bengaluru,CARE India,159812,151,117,377,771,294,176,150,Low,File_3
FILE3_REC00264,2020,Jul,Tamil Nadu,Coimbatore,Smile Foundation,296244,163,727,242,186,231,224,69,Medium,File_3
FILE3_REC00265,2019,Jun,Karnataka,Mysuru,HMIS,153299,90,1401,1873,261,266,290,62,Medium,File_3
FILE3_REC00266,2018,Feb,Tamil Nadu,Madurai,WHO India,212739,295,1400,1397,945,389,169,43,High,File_3
FILE3_REC00267,2020,Jul,Gujarat,Vadodara,HMIS,200799,57,423,2375,860,251,8,54,Medium,File_3
FILE3_REC00268,2020,Apr,Maharashtra,Nagpur,NHM,295378,110,1354,1669,551,43,104,149,Low,File_3
FILE3_REC00269,2018,May,Uttar Pradesh,Lucknow,CARE India,243036,291,968,1988,993,105,251,106,High,File_3
FILE3_REC00270,2018,Aug,Karnataka,Mysuru,UNICEF India,139457,79,1362,1165,245,219,109,106,High,File_3
FILE3_REC00271,2019,Jun,Maharashtra,Mumbai,UNICEF India,175760,134,1095,391,160,227,8,126,Medium,File_3
FILE3_REC00272,2019,Feb,Karnataka,Mysuru,WHO India,107551,209,909,633,63,94,287,159,High,File_3
FILE3_REC00273,2019,Aug,Maharashtra,Mumbai,NHM,187327,67,195,2085,861,105,289,96,Low,File_3
FILE3_REC00274,2019,Jan,Uttar Pradesh,Agra,UNICEF India,171555,95,1310,1419,532,213,290,40,High,File_3
FILE3_REC00275,2019,Jun,Maharashtra,Nagpur,WHO India,75158,85,1139,2264,977,40,36,86,Medium,File_3
FILE3_REC00276,2020,Feb,Maharashtra,Pune,HMIS,254598,119,947,2038,222,389,283,95,Medium,File_3
FILE3_REC00277,2019,Jan,Gujarat,Surat,Smile Foundation,146923,137,251,2141,856,268,196,88,Low,File_3
FILE3_REC00278,2020,Feb,Gujarat,Vadodara,HMIS,252904,116,993,324,914,146,21,100,Medium,File_3
FILE3_REC00279,2020,Jan,Maharashtra,Pune,UNICEF India,158165,289,461,2071,798,133,153,16,Low,File_3
FILE3_REC00280,2020,Apr,Uttar Pradesh,Lucknow,NFHS,112641,185,438,1609,1145,193,76,150,Low,File_3
FILE3_REC00281,2020,Apr,Uttar Pradesh,Varanasi,UNICEF India,206448,231,703,2308,1027,97,95,32,Low,File_3
FILE3_REC00282,2020,Jul,Karnataka,Hubli,WHO India,94465,171,1399,1946,557,173,299,117,High,File_3
FILE3_REC00283,2019,Apr,Karnataka,Hubli,NHM,233040,161,610,1741,227,41,223,117,Low,File_3
FILE3_REC00284,2020,Feb,Gujarat,Surat,UNICEF India,179030,278,726,844,467,58,162,165,Medium,File_3
FILE3_REC00285,2018,Aug,Karnataka,Mysuru,HMIS,222172,56,878,454,75,164,294,133,Medium,File_3
FILE3_REC00286,2019,Jan,Karnataka,Bengaluru,NHM,164368,148,462,1805,257,237,278,121,Medium,File_3
FILE3_REC00287,2020,Jun,Gujarat,Vadodara,NFHS,135263,264,1224,1114,299,253,249,58,Medium,File_3
FILE3_REC00288,2019,Jul,Maharashtra,Pune,HMIS,91263,124,816,1457,180,34,84,158,High,File_3
FILE3_REC00289,2020,Jan,Uttar Pradesh,Lucknow,UNICEF India,295293,265,309,718,924,257,280,173,Medium,File_3
FILE3_REC00290,2018,Aug,Uttar Pradesh,Agra,CARE India,66227,288,863,941,199,345,32,106,High,File_3
FILE3_REC00291,2019,Jun,Maharashtra,Mumbai,WHO India,147101,233,678,1661,969,25,132,17,High,File_3
FILE3_REC00292,2019,Jul,Uttar Pradesh,Lucknow,CARE India,69200,181,1042,2117,407,273,92,6,High,File_3
FILE3_REC00293,2019,Jul,Karnataka,Mysuru,NFHS,178065,214,1418,1562,953,10,135,137,Medium,File_3
FILE3_REC00294,2020,Aug,Uttar Pradesh,Agra,UNICEF India,167017,125,634,2109,586,360,166,140,High,File_3
FILE3_REC00295,2020,Jan,Maharashtra,Pune,WHO India,226374,202,1349,2266,113,12,72,42,High,File_3
FILE3_REC00296,2020,Feb,Uttar Pradesh,Agra,CARE India,234147,221,1354,283,928,365,232,34,Medium,File_3
FILE3_REC00297,2019,Jan,Tamil Nadu,Madurai,NHM,199558,223,1078,512,263,379,128,66,Low,File_3
FILE3_REC00298,2019,Jan,Tamil Nadu,Chennai,WHO India,257411,232,650,1164,1170,215,245,190,Low,File_3
FILE3_REC00299,2018,Aug,Tamil Nadu,Coimbatore,NFHS,134925,268,1069,2360,1052,82,263,172,High,File_3
FILE4_REC00000,2022,Mar,Tamil Nadu,Chennai,NFHS,262697,254,821,2457,127,17,138,78,Medium,File_4
FILE4_REC00001,2022,Jun,Karnataka,Hubli,UNICEF India,193844,90,126,660,671,57,112,55,Medium,File_4
FILE4_REC00002,2023,Apr,Uttar Pradesh,Lucknow,CARE India,157127,251,540,1909,932,236,208,11,High,File_4
FILE4_REC00003,2021,Jan,Uttar Pradesh,Varanasi,Smile Foundation,295066,247,859,1170,933,233,27,146,Low,File_4
FILE4_REC00004,2023,Mar,Gujarat,Surat,HMIS,250696,128,482,477,475,210,52,77,High,File_4
FILE4_REC00005,2022,Jul,Uttar Pradesh,Lucknow,Smile Foundation,86186,230,342,2377,373,302,143,115,High,File_4
FILE4_REC00006,2023,Jan,Karnataka,Hubli,WHO India,92165,182,252,345,630,143,267,192,Medium,File_4
FILE4_REC00007,2022,Jul,Gujarat,Surat,NFHS,165123,242,403,1006,915,13,9,37,Low,File_4
FILE4_REC00008,2023,Feb,Tamil Nadu,Chennai,WHO India,185156,211,887,2241,607,238,18,180,Medium,File_4
FILE4_REC00009,2023,Feb,Maharashtra,Nagpur,Smile Foundation,125728,132,1357,2328,548,375,107,94,Medium,File_4
FILE4_REC00010,2023,Aug,Maharashtra,Nagpur,UNICEF India,214983,51,980,779,1081,24,278,96,Low,File_4
FILE4_REC00011,2023,Apr,Uttar Pradesh,Agra,NHM,286871,70,662,2118,617,144,44,27,Low,File_4
FILE4_REC00012,2023,Apr,Gujarat,Ahmedabad,HMIS,232070,256,379,1754,65,94,196,135,Low,File_4
FILE4_REC00013,2021,Jul,Maharashtra,Nagpur,HMIS,50808,90,779,1392,311,49,129,178,Low,File_4
FILE4_REC00014,2021,Mar,Karnataka,Mysuru,HMIS,70217,71,660,631,890,23,165,62,Low,File_4
FILE4_REC00015,2021,Apr,Tamil Nadu,Madurai,NFHS,60963,192,1197,1961,1075,318,219,10,Medium,File_4
FILE4_REC00016,2021,Feb,Karnataka,Mysuru,HMIS,85519,65,1354,1297,385,131,296,162,High,File_4
FILE4_REC00017,2021,Mar,Uttar Pradesh,Varanasi,NHM,100076,251,191,1043,354,372,179,122,Medium,File_4
FILE4_REC00018,2021,Jan,Maharashtra,Pune,CARE India,258082,118,476,301,1113,304,224,155,Medium,File_4
FILE4_REC00019,2022,Aug,Tamil Nadu,Coimbatore,HMIS,94033,283,205,1773,1165,38,1,49,High,File_4
FILE4_REC00020,2021,May,Karnataka,Hubli,HMIS,133143,88,1062,486,1042,394,205,23,Low,File_4
FILE4_REC00021,2021,May,Gujarat,Surat,NHM,272313,71,210,2156,310,247,110,91,Low,File_4
FILE4_REC00022,2023,Jun,Karnataka,Hubli,Smile Foundation,104363,258,1195,463,755,236,23,115,Medium,File_4
FILE4_REC00023,2021,Mar,Karnataka,Bengaluru,NFHS,259776,124,867,2182,871,337,106,146,Medium,File_4
FILE4_REC00024,2022,Aug,Karnataka,Mysuru,WHO India,244514,87,826,2387,200,104,222,17,Low,File_4
FILE4_REC00025,2023,Jan,Karnataka,Mysuru,NFHS,144561,57,495,529,93,222,55,101,Low,File_4
FILE4_REC00026,2022,Jan,Gujarat,Ahmedabad,NHM,290940,113,1301,1112,594,214,257,101,Medium,File_4
FILE4_REC00027,2023,May,Karnataka,Hubli,WHO India,112383,147,1453,890,516,281,142,70,Medium,File_4
FILE4_REC00028,2022,Mar,Maharashtra,Nagpur,NHM,213371,167,759,1366,567,333,195,158,High,File_4
FILE4_REC00029,2022,Jan,Maharashtra,Pune,WHO India,288352,206,557,1498,623,114,191,11,Medium,File_4
FILE4_REC00030,2021,Jan,Tamil Nadu,Coimbatore,Smile Foundation,118255,198,1136,239,559,292,193,100,High,File_4
FILE4_REC00031,2021,Jul,Uttar Pradesh,Lucknow,UNICEF India,82932,205,413,576,699,31,97,60,Low,File_4
FILE4_REC00032,2022,Aug,Karnataka,Bengaluru,NHM,248208,261,1054,1246,1056,183,174,92,Medium,File_4
FILE4_REC00033,2022,Jan,Maharashtra,Pune,WHO India,156441,129,1447,1073,671,377,52,184,High,File_4
FILE4_REC00034,2022,Aug,Uttar Pradesh,Agra,WHO India,84142,72,1118,2106,627,122,285,50,Medium,File_4
FILE4_REC00035,2021,May,Karnataka,Bengaluru,Smile Foundation,228394,255,857,2305,676,186,173,150,Medium,File_4
FILE4_REC00036,2021,May,Uttar Pradesh,Agra,HMIS,177175,122,988,378,241,387,58,197,Low,File_4
FILE4_REC00037,2022,Feb,Tamil Nadu,Chennai,HMIS,187483,197,796,1904,246,321,247,38,Medium,File_4
FILE4_REC00038,2022,Jun,Karnataka,Mysuru,WHO India,133806,163,296,1734,404,385,289,80,Low,File_4
FILE4_REC00039,2023,Jun,Uttar Pradesh,Varanasi,CARE India,205705,122,723,2320,517,285,262,146,Medium,File_4
FILE4_REC00040,2023,May,Uttar Pradesh,Agra,UNICEF India,122767,73,1368,2303,1176,0,198,171,Low,File_4
FILE4_REC00041,2021,Jun,Gujarat,Vadodara,UNICEF India,79957,299,354,1643,477,238,28,19,High,File_4
FILE4_REC00042,2023,Aug,Tamil Nadu,Coimbatore,WHO India,133751,259,827,736,487,81,113,28,High,File_4
FILE4_REC00043,2021,Mar,Maharashtra,Mumbai,NFHS,139485,136,1432,2151,52,287,74,143,Medium,File_4
FILE4_REC00044,2023,Jun,Gujarat,Ahmedabad,HMIS,288765,210,1182,2188,1152,3,112,88,Low,File_4
FILE4_REC00045,2022,Jun,Uttar Pradesh,Varanasi,CARE India,97800,52,1269,592,782,179,299,88,Low,File_4
FILE4_REC00046,2023,Jan,Tamil Nadu,Chennai,UNICEF India,53384,169,341,345,171,219,44,94,Low,File_4
FILE4_REC00047,2023,Aug,Uttar Pradesh,Lucknow,NFHS,222931,52,1251,867,1126,299,266,29,Low,File_4
FILE4_REC00048,2022,Jun,Karnataka,Hubli,HMIS,108885,83,1092,1561,1049,211,268,98,Low,File_4
FILE4_REC00049,2023,May,Gujarat,Surat,UNICEF India,192755,255,622,292,993,190,161,58,High,File_4
FILE4_REC00050,2022,Mar,Gujarat,Surat,NHM,137210,98,352,1235,772,323,209,67,High,File_4
FILE4_REC00051,2021,Jul,Tamil Nadu,Madurai,WHO India,194076,98,194,2257,71,71,190,164,High,File_4
FILE4_REC00052,2022,Feb,Gujarat,Ahmedabad,CARE India,297856,176,994,2247,639,371,90,197,High,File_4
FILE4_REC00053,2021,May,Karnataka,Hubli,Smile Foundation,217487,168,347,1969,652,248,7,173,High,File_4
FILE4_REC00054,2022,Jan,Karnataka,Mysuru,UNICEF India,68709,114,207,1667,155,307,10,170,Medium,File_4
FILE4_REC00055,2022,Jan,Gujarat,Surat,NFHS,95382,109,444,938,659,354,123,63,High,File_4
FILE4_REC00056,2022,Aug,Tamil Nadu,Coimbatore,CARE India,100655,133,373,1233,761,57,15,164,High,File_4
FILE4_REC00057,2022,Feb,Karnataka,Hubli,CARE India,246283,211,306,2410,153,320,116,44,Low,File_4
FILE4_REC00058,2023,Jan,Maharashtra,Mumbai,HMIS,176151,95,694,333,1069,34,147,96,High,File_4
FILE4_REC00059,2021,Aug,Uttar Pradesh,Varanasi,UNICEF India,263614,223,1249,850,724,107,117,62,Medium,File_4
FILE4_REC00060,2023,May,Uttar Pradesh,Varanasi,HMIS,58289,137,412,635,107,31,275,192,Medium,File_4
FILE4_REC00061,2021,Aug,Karnataka,Mysuru,WHO India,70360,83,1059,2304,572,194,197,190,High,File_4
FILE4_REC00062,2022,Mar,Uttar Pradesh,Agra,NHM,76268,182,940,2273,572,133,129,137,High,File_4
FILE4_REC00063,2021,Jul,Uttar Pradesh,Lucknow,WHO India,244868,218,1465,875,1052,313,269,85,Medium,File_4
FILE4_REC00064,2023,Jun,Karnataka,Mysuru,UNICEF India,55592,157,762,1743,854,249,188,145,Low,File_4
FILE4_REC00065,2022,Apr,Karnataka,Mysuru,NHM,53434,149,1050,1059,669,32,259,69,Low,File_4
FILE4_REC00066,2022,Jan,Maharashtra,Mumbai,Smile Foundation,214970,50,1112,2450,1158,309,245,54,High,File_4
FILE4_REC00067,2023,Feb,Karnataka,Hubli,WHO India,176599,297,647,1521,875,2,175,55,High,File_4
FILE4_REC00068,2021,Aug,Uttar Pradesh,Lucknow,Smile Foundation,152479,164,695,2463,792,109,81,32,Medium,File_4
FILE4_REC00069,2022,Apr,Maharashtra,Pune,NFHS,79613,215,569,610,149,328,290,15,Medium,File_4
FILE4_REC00070,2022,May,Uttar Pradesh,Varanasi,UNICEF India,287093,300,198,1122,628,58,148,38,High,File_4
FILE4_REC00071,2023,Feb,Maharashtra,Pune,Smile Foundation,90937,166,1294,772,370,43,295,159,Medium,File_4
FILE4_REC00072,2021,Feb,Karnataka,Hubli,CARE India,103239,150,384,1955,950,130,171,182,Low,File_4
FILE4_REC00073,2021,Apr,Maharashtra,Nagpur,HMIS,267924,108,1477,677,802,69,175,194,Low,File_4
FILE4_REC00074,2023,May,Tamil Nadu,Coimbatore,UNICEF India,80874,268,995,1254,219,180,7,97,Low,File_4
FILE4_REC00075,2021,Feb,Tamil Nadu,Chennai,UNICEF India,128975,204,268,1450,1050,63,84,148,Medium,File_4
FILE4_REC00076,2021,Aug,Gujarat,Surat,HMIS,144003,85,329,969,853,18,85,176,High,File_4
FILE4_REC00077,2022,Jul,Tamil Nadu,Chennai,WHO India,259001,173,986,1440,88,314,92,31,High,File_4
FILE4_REC00078,2022,Jun,Maharashtra,Pune,HMIS,137007,85,1137,2056,340,12,199,156,Low,File_4
FILE4_REC00079,2021,May,Karnataka,Bengaluru,HMIS,176210,202,1000,323,1053,342,196,12,Medium,File_4
FILE4_REC00080,2023,Jul,Karnataka,Mysuru,CARE India,145066,164,1038,732,1105,382,283,59,Medium,File_4
FILE4_REC00081,2021,Aug,Gujarat,Surat,NHM,274574,174,167,2242,210,393,5,50,Medium,File_4
FILE4_REC00082,2021,Jan,Karnataka,Bengaluru,WHO India,251916,79,211,2210,369,126,21,5,Medium,File_4
FILE4_REC00083,2022,Apr,Tamil Nadu,Madurai,WHO India,127315,70,1249,609,736,38,129,120,High,File_4
FILE4_REC00084,2023,May,Tamil Nadu,Chennai,UNICEF India,52199,140,212,459,834,117,178,123,Medium,File_4
FILE4_REC00085,2021,Jul,Gujarat,Vadodara,Smile Foundation,140053,174,195,1512,487,98,197,172,High,File_4
FILE4_REC00086,2021,Apr,Uttar Pradesh,Varanasi,WHO India,164907,113,1423,1594,769,276,174,177,Low,File_4
FILE4_REC00087,2022,Mar,Uttar Pradesh,Lucknow,UNICEF India,280435,97,367,1653,417,281,236,17,Low,File_4
FILE4_REC00088,2021,Aug,Uttar Pradesh,Agra,WHO India,67741,176,910,281,287,137,17,192,Low,File_4
FILE4_REC00089,2023,Jul,Maharashtra,Nagpur,WHO India,104120,103,291,496,432,187,282,194,High,File_4
FILE4_REC00090,2021,Aug,Uttar Pradesh,Varanasi,CARE India,160842,190,810,2186,517,4,243,166,Low,File_4
FILE4_REC00091,2021,Jul,Tamil Nadu,Chennai,NHM,84227,266,884,1221,158,246,272,65,High,File_4
FILE4_REC00092,2021,May,Tamil Nadu,Chennai,WHO India,101744,190,147,1940,1047,181,244,111,Medium,File_4
FILE4_REC00093,2023,Mar,Gujarat,Surat,NFHS,234248,282,1130,2054,601,393,158,86,Medium,File_4
FILE4_REC00094,2023,Jan,Gujarat,Ahmedabad,CARE India,109274,255,1455,1121,998,230,23,57,High,File_4
FILE4_REC00095,2023,Jan,Tamil Nadu,Coimbatore,CARE India,223692,159,630,1451,642,264,170,108,High,File_4
FILE4_REC00096,2023,Aug,Tamil Nadu,Coimbatore,HMIS,209139,255,978,1637,524,91,202,163,Medium,File_4
FILE4_REC00097,2023,Mar,Uttar Pradesh,Agra,Smile Foundation,274309,85,309,2020,322,251,36,78,Low,File_4
FILE4_REC00098,2021,Feb,Maharashtra,Nagpur,NFHS,237658,139,399,1930,570,140,130,94,Medium,File_4
FILE4_REC00099,2022,Mar,Maharashtra,Mumbai,UNICEF India,208228,209,1124,445,451,318,278,101,Low,File_4
FILE4_REC00100,2021,Feb,Karnataka,Hubli,UNICEF India,210828,272,1048,1344,368,146,258,153,Medium,File_4
FILE4_REC00101,2021,May,Karnataka,Mysuru,HMIS,209124,162,1044,1942,567,291,165,156,Low,File_4
FILE4_REC00102,2022,Apr,Karnataka,Bengaluru,CARE India,145123,167,543,897,339,244,211,184,Low,File_4
FILE4_REC00103,2021,Aug,Gujarat,Vadodara,NFHS,68440,256,1402,445,695,234,40,10,Low,File_4
FILE4_REC00104,2021,Apr,Maharashtra,Mumbai,HMIS,287363,265,1133,702,437,152,110,32,High,File_4
FILE4_REC00105,2021,Jan,Tamil Nadu,Chennai,Smile Foundation,60106,104,1244,356,944,210,285,165,Medium,File_4
FILE4_REC00106,2022,Jun,Tamil Nadu,Chennai,UNICEF India,74332,264,579,2450,559,235,266,191,Medium,File_4
FILE4_REC00107,2023,Aug,Tamil Nadu,Chennai,WHO India,197135,93,1082,735,892,25,227,103,Medium,File_4
FILE4_REC00108,2022,Mar,Maharashtra,Mumbai,UNICEF India,188373,129,903,1949,1068,101,271,16,Low,File_4
FILE4_REC00109,2022,Mar,Gujarat,Vadodara,Smile Foundation,135962,285,1235,585,780,13,38,159,Medium,File_4
FILE4_REC00110,2023,Jun,Gujarat,Vadodara,Smile Foundation,254660,165,681,894,547,138,187,32,Low,File_4
FILE4_REC00111,2023,May,Maharashtra,Mumbai,WHO India,152053,190,238,1602,777,270,24,128,Low,File_4
FILE4_REC00112,2021,May,Gujarat,Vadodara,WHO India,263213,104,235,260,891,179,135,133,Low,File_4
FILE4_REC00113,2022,Apr,Uttar Pradesh,Varanasi,UNICEF India,186366,237,1168,397,818,4,224,55,Low,File_4
FILE4_REC00114,2022,Mar,Karnataka,Bengaluru,WHO India,127158,109,548,2399,255,170,1,54,Low,File_4
FILE4_REC00115,2022,May,Uttar Pradesh,Lucknow,NHM,92492,188,1348,672,119,139,225,113,Medium,File_4
FILE4_REC00116,2023,Apr,Karnataka,Mysuru,CARE India,211142,197,913,775,211,354,60,132,Low,File_4
FILE4_REC00117,2022,Feb,Tamil Nadu,Coimbatore,WHO India,241357,141,582,1578,236,30,74,11,Medium,File_4
FILE4_REC00118,2022,Mar,Karnataka,Bengaluru,NHM,72999,83,1438,1535,208,226,151,98,Low,File_4
FILE4_REC00119,2023,Feb,Uttar Pradesh,Lucknow,CARE India,139344,70,1429,911,888,166,249,27,Medium,File_4
FILE4_REC00120,2021,Mar,Uttar Pradesh,Varanasi,UNICEF India,97052,192,1206,300,847,86,133,54,Low,File_4
FILE4_REC00121,2023,Jul,Maharashtra,Nagpur,NHM,161666,98,1064,491,1065,269,264,71,Medium,File_4
FILE4_REC00122,2021,Jun,Uttar Pradesh,Varanasi,WHO India,157600,275,431,956,1015,68,240,10,High,File_4
FILE4_REC00123,2021,Apr,Gujarat,Ahmedabad,Smile Foundation,150671,247,740,1769,478,354,177,68,High,File_4
FILE4_REC00124,2021,Jun,Gujarat,Vadodara,NHM,123552,99,1327,2181,475,309,183,112,Low,File_4
FILE4_REC00125,2021,Apr,Maharashtra,Pune,NFHS,238045,167,322,1961,921,51,116,156,Low,File_4
FILE4_REC00126,2021,Jun,Uttar Pradesh,Agra,UNICEF India,94895,264,1359,739,375,392,139,112,High,File_4
FILE4_REC00127,2023,Jan,Tamil Nadu,Coimbatore,UNICEF India,250474,239,1045,1725,53,352,292,172,High,File_4
FILE4_REC00128,2022,Aug,Uttar Pradesh,Lucknow,NFHS,285329,150,111,2080,954,123,36,20,High,File_4
FILE4_REC00129,2021,Aug,Maharashtra,Mumbai,CARE India,236421,181,414,2395,1046,331,230,126,High,File_4
FILE4_REC00130,2022,Jan,Tamil Nadu,Coimbatore,NFHS,117450,207,1145,1191,769,238,123,179,Low,File_4
FILE4_REC00131,2022,Jun,Tamil Nadu,Coimbatore,WHO India,262192,50,1332,1117,694,205,115,53,Low,File_4
FILE4_REC00132,2021,Feb,Tamil Nadu,Chennai,Smile Foundation,220108,163,344,1535,65,266,238,82,High,File_4
FILE4_REC00133,2023,Jan,Maharashtra,Mumbai,HMIS,109883,107,686,1211,226,144,123,191,High,File_4
FILE4_REC00134,2023,Jun,Uttar Pradesh,Lucknow,Smile Foundation,152968,66,936,442,699,260,194,133,High,File_4
FILE4_REC00135,2023,Jan,Maharashtra,Pune,Smile Foundation,285622,247,444,802,372,286,25,118,Medium,File_4
FILE4_REC00136,2022,Jun,Gujarat,Surat,NHM,144891,212,1494,2202,898,280,178,109,Low,File_4
FILE4_REC00137,2021,Mar,Karnataka,Bengaluru,CARE India,275992,193,587,1391,759,203,38,150,Medium,File_4
FILE4_REC00138,2021,May,Gujarat,Ahmedabad,HMIS,134407,260,746,2199,161,7,133,114,Low,File_4
FILE4_REC00139,2021,Feb,Gujarat,Ahmedabad,Smile Foundation,197351,286,910,1277,530,338,243,37,Low,File_4
FILE4_REC00140,2021,Apr,Uttar Pradesh,Lucknow,NHM,53760,229,626,1541,1038,156,220,101,Low,File_4
FILE4_REC00141,2021,Jun,Karnataka,Hubli,HMIS,295763,260,456,293,1145,259,80,5,Medium,File_4
FILE4_REC00142,2021,May,Uttar Pradesh,Agra,NHM,142846,198,733,2105,397,378,182,30,Low,File_4
FILE4_REC00143,2022,Mar,Uttar Pradesh,Agra,UNICEF India,57995,181,1278,2186,1134,211,134,77,High,File_4
FILE4_REC00144,2023,Jul,Uttar Pradesh,Lucknow,Smile Foundation,91181,179,1272,612,1035,1,237,151,High,File_4
FILE4_REC00145,2022,Aug,Karnataka,Hubli,HMIS,219181,225,1137,209,189,264,87,91,Low,File_4
FILE4_REC00146,2022,Mar,Gujarat,Surat,Smile Foundation,97724,112,959,1671,489,264,300,135,High,File_4
FILE4_REC00147,2023,Aug,Karnataka,Bengaluru,HMIS,290169,256,263,558,376,88,60,173,Medium,File_4
FILE4_REC00148,2022,Jun,Gujarat,Surat,NFHS,239663,130,1234,2232,766,36,93,94,High,File_4
FILE4_REC00149,2022,May,Tamil Nadu,Coimbatore,HMIS,151782,64,599,1343,483,73,203,8,High,File_4
FILE4_REC00150,2021,Mar,Karnataka,Hubli,NFHS,97937,86,1328,386,1025,360,143,4,High,File_4
FILE4_REC00151,2022,May,Uttar Pradesh,Varanasi,CARE India,124242,166,881,218,877,300,247,142,Medium,File_4
FILE4_REC00152,2023,Jun,Uttar Pradesh,Lucknow,WHO India,68036,253,623,964,786,275,3,91,Low,File_4
FILE4_REC00153,2023,May,Karnataka,Mysuru,NFHS,113814,203,797,1929,1130,61,192,80,Medium,File_4
FILE4_REC00154,2023,Jan,Karnataka,Mysuru,NFHS,232883,278,629,1805,607,202,219,120,Low,File_4
FILE4_REC00155,2021,Feb,Maharashtra,Pune,WHO India,123783,63,597,1535,786,7,254,166,Medium,File_4
FILE4_REC00156,2021,Jan,Gujarat,Surat,NFHS,86764,290,412,900,1026,43,129,66,Medium,File_4
FILE4_REC00157,2023,Jun,Karnataka,Mysuru,CARE India,53239,132,747,2274,1106,97,248,167,Medium,File_4
FILE4_REC00158,2021,Aug,Uttar Pradesh,Agra,Smile Foundation,242613,101,642,1532,515,108,139,166,High,File_4
FILE4_REC00159,2022,Jan,Maharashtra,Pune,NHM,163485,147,1400,2109,997,117,144,46,Medium,File_4
FILE4_REC00160,2022,Apr,Gujarat,Vadodara,HMIS,240194,195,1088,467,157,334,230,67,Medium,File_4
FILE4_REC00161,2023,Mar,Karnataka,Hubli,UNICEF India,175741,167,230,868,877,345,205,50,Low,File_4
FILE4_REC00162,2021,Apr,Gujarat,Vadodara,UNICEF India,274283,159,1232,270,945,396,35,38,Medium,File_4
FILE4_REC00163,2023,Jun,Maharashtra,Pune,NHM,121957,158,364,436,673,208,255,134,Low,File_4
FILE4_REC00164,2023,Feb,Tamil Nadu,Chennai,NHM,258302,147,598,1400,57,179,55,138,Medium,File_4
FILE4_REC00165,2023,Aug,Maharashtra,Nagpur,WHO India,77663,92,1184,657,628,87,162,89,Low,File_4
FILE4_REC00166,2023,Jun,Tamil Nadu,Chennai,Smile Foundation,262934,212,294,1989,835,188,221,4,Medium,File_4
FILE4_REC00167,2023,Jul,Maharashtra,Pune,WHO India,102001,279,1120,2431,500,256,297,141,High,File_4
FILE4_REC00168,2023,Jan,Tamil Nadu,Madurai,NFHS,79731,82,912,945,226,301,116,52,High,File_4
FILE4_REC00169,2021,Jul,Uttar Pradesh,Agra,Smile Foundation,136005,205,774,1302,737,297,172,177,Low,File_4
FILE4_REC00170,2021,Mar,Karnataka,Mysuru,WHO India,169810,242,154,577,937,267,6,124,Medium,File_4
FILE4_REC00171,2022,Feb,Maharashtra,Nagpur,WHO India,155222,148,316,1735,1049,26,162,74,High,File_4
FILE4_REC00172,2022,May,Karnataka,Mysuru,NFHS,145374,61,1484,2326,952,241,56,14,Low,File_4
FILE4_REC00173,2023,Feb,Gujarat,Vadodara,UNICEF India,115602,97,1093,1074,303,229,255,52,Low,File_4
FILE4_REC00174,2023,Aug,Gujarat,Vadodara,CARE India,185258,90,579,2329,1115,369,215,48,Medium,File_4
FILE4_REC00175,2023,May,Karnataka,Bengaluru,UNICEF India,201724,116,560,961,247,356,60,168,Medium,File_4
FILE4_REC00176,2021,Jul,Gujarat,Ahmedabad,UNICEF India,83019,222,526,529,917,164,29,43,Medium,File_4
FILE4_REC00177,2022,Jan,Tamil Nadu,Coimbatore,NFHS,186349,192,579,2375,66,377,96,42,High,File_4
FILE4_REC00178,2023,May,Maharashtra,Nagpur,UNICEF India,120103,240,501,1826,170,359,211,159,Low,File_4
FILE4_REC00179,2023,Mar,Maharashtra,Mumbai,NFHS,51804,50,1122,454,957,77,239,199,Low,File_4
FILE4_REC00180,2023,Mar,Uttar Pradesh,Lucknow,NFHS,62376,294,782,2234,946,139,161,131,Medium,File_4
FILE4_REC00181,2022,Apr,Gujarat,Vadodara,UNICEF India,115548,149,578,1968,393,246,174,183,Low,File_4
FILE4_REC00182,2022,Mar,Gujarat,Surat,NFHS,243897,248,956,1432,649,105,189,32,Low,File_4
FILE4_REC00183,2022,Apr,Karnataka,Mysuru,NFHS,78440,274,753,472,1012,364,259,95,Low,File_4
FILE4_REC00184,2022,Jan,Gujarat,Vadodara,UNICEF India,293896,223,528,1884,607,314,225,108,Low,File_4
