Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Malaria_Cases,Dengue_Cases,TB_Cases,Source_File
F8_138,2021,Jan,Karnataka,Hubli,NHM,170555,237,191,567,148,177,124,File_8
F8_139,2021,Mar,Maharashtra,Nagpur,NFHS,217842,169,728,1218,71,29,24,File_8
F8_140,2022,Mar,Gujarat,Surat,NHM,182703,133,1145,2327,251,195,68,File_8
F8_141,2022,Jan,West Bengal,Kolkata,WHO India,102053,272,339,1382,269,43,20,File_8
F8_142,2022,Feb,West Bengal,Siliguri,NHM,114913,242,1177,1486,227,127,122,File_8
F8_143,2021,Mar,West Bengal,Howrah,Smile Foundation,119198,44,310,2217,47,119,101,File_8
F8_144,2022,Mar,Gujarat,Ahmedabad,NFHS,199893,159,486,1554,22,144,144,File_8
F8_145,2020,Feb,Gujarat,Surat,NHM,241998,260,540,433,172,156,132,File_8
F8_146,2021,May,Gujarat,Surat,UNICEF India,86130,179,405,787,25,35,7,File_8
F8_147,2021,May,West Bengal,Kolkata,NFHS,252637,174,994,1016,104,49,148,File_8
F8_148,2021,Mar,Maharashtra,Nagpur,Smile Foundation,285086,253,1225,1162,286,44,116,File_8
F8_149,2020,Jan,Tamil Nadu,Chennai,HMIS,93165,200,614,2120,143,67,102,File_8
F9_0,2019,Mar,Karnataka,Hubli,Smile Foundation,244715,39,334,2223,173,91,66,File_9
F9_1,2018,Feb,Maharashtra,Mumbai,NHM,253674,67,750,702,158,90,86,File_9
F9_2,2019,Mar,Uttar Pradesh,Varanasi,WHO India,218017,179,531,2293,141,44,38,File_9
F9_3,2019,Apr,Bihar,Muzaffarpur,CARE India,195586,249,1245,1074,241,65,126,File_9
F9_4,2018,May,Tamil Nadu,Coimbatore,WHO India,212350,252,1294,569,47,22,123,File_9
F9_5,2019,Apr,Bihar,Gaya,CARE India,229398,98,1041,1086,21,129,131,File_9
F9_6,2019,May,Gujarat,Vadodara,WHO India,110102,278,1001,1446,10,44,69,File_9
F9_7,2018,Feb,Maharashtra,Nagpur,NFHS,112347,147,731,1811,196,24,63,File_9
F9_8,2018,Feb,Tamil Nadu,Madurai,HMIS,177294,222,730,1458,10,54,66,File_9
F9_9,2018,Feb,Bihar,Patna,WHO India,182417,129,1080,2018,254,184,115,File_9
F9_10,2019,Jan,Maharashtra,Pune,WHO India,158032,102,581,542,223,189,31,File_9
F9_11,2019,May,Maharashtra,Mumbai,UNICEF India,263533,185,1021,689,274,199,110,File_9
F9_12,2018,Apr,Karnataka,Bengaluru,Smile Foundation,78539,75,377,1026,166,100,3,File_9
F9_13,2019,Feb,Tamil Nadu,Madurai,UNICEF India,167977,152,1092,413,44,161,57,File_9
F9_14,2018,Mar,Uttar Pradesh,Agra,Smile Foundation,246746,111,803,1509,298,78,68,File_9
F9_15,2017,May,West Bengal,Kolkata,Smile Foundation,188364,260,1265,2461,186,193,13,File_9
F9_16,2018,May,Bihar,Muzaffarpur,NHM,207412,130,186,2257,42,49,38,File_9
F9_17,2018,Mar,Tamil Nadu,Madurai,NHM,74353,268,972,1997,118,2,150,File_9
F9_18,2018,Jan,West Bengal,Kolkata,Smile Foundation,207657,160,698,1968,189,124,40,File_9
F9_19,2017,Feb,Karnataka,Mysuru,Smile Foundation,74459,62,956,1857,15,5,39,File_9
F9_20,2019,Apr,Karnataka,Hubli,Smile Foundation,230497,193,958,1913,260,69,42,File_9
F9_21,2018,May,Karnataka,Hubli,HMIS,179979,122,1309,2474,249,52,51,File_9
F9_22,2019,Feb,West Bengal,Siliguri,NHM,99789,196,300,2041,239,111,129,File_9
F9_23,2018,Jan,Gujarat,Vadodara,NHM,62893,218,1476,1338,160,72,54,File_9
F9_24,2018,Apr,Uttar Pradesh,Agra,HMIS,123186,149,1185,2039,19,63,66,File_9
F9_25,2019,Mar,Tamil Nadu,Madurai,NFHS,252895,271,473,2348,10,167,61,File_9
F9_26,2017,Mar,Gujarat,Surat,HMIS,97473,139,1311,651,274,177,34,File_9
F9_27,2018,Feb,Karnataka,Bengaluru,UNICEF India,252769,84,1422,998,192,29,143,File_9
F9_28,2018,Mar,West Bengal,Kolkata,NHM,74026,168,410,1064,100,170,31,File_9
F9_29,2017,Feb,Uttar Pradesh,Agra,UNICEF India,68996,91,807,2287,274,143,22,File_9
F9_30,2019,Apr,Tamil Nadu,Madurai,NFHS,242680,39,1366,734,225,43,56,File_9
F9_31,2017,Feb,Uttar Pradesh,Lucknow,HMIS,81127,286,343,1370,35,125,116,File_9
F9_32,2019,Jan,Gujarat,Vadodara,NFHS,188697,153,938,428,208,34,79,File_9
F9_33,2019,Feb,Uttar Pradesh,Lucknow,Smile Foundation,82254,86,133,890,261,64,39,File_9
F9_34,2019,Jan,Gujarat,Surat,NFHS,248001,158,210,1965,189,139,77,File_9
F9_35,2017,Feb,Karnataka,Hubli,Smile Foundation,155571,144,259,829,78,139,95,File_9
F9_36,2018,May,Tamil Nadu,Coimbatore,UNICEF India,173221,162,1372,1175,252,173,76,File_9
F9_37,2018,May,Maharashtra,Mumbai,CARE India,283794,291,1019,710,241,66,97,File_9
F9_38,2017,May,Tamil Nadu,Madurai,CARE India,166980,175,1086,1493,156,179,97,File_9
F9_39,2018,Feb,Maharashtra,Nagpur,NHM,71321,235,856,634,143,38,57,File_9
F9_40,2019,Feb,Gujarat,Vadodara,Smile Foundation,252718,75,502,462,186,38,97,File_9
F9_41,2019,Apr,Uttar Pradesh,Varanasi,UNICEF India,295717,251,520,2192,112,182,43,File_9
F9_42,2019,May,Bihar,Gaya,WHO India,85283,154,279,283,40,51,149,File_9
F9_43,2017,Feb,Bihar,Gaya,HMIS,78391,197,708,1947,291,90,87,File_9
F9_44,2018,May,Bihar,Gaya,NFHS,152490,57,514,242,235,47,56,File_9
F9_45,2019,Feb,West Bengal,Siliguri,HMIS,155446,291,196,1739,96,62,109,File_9
F9_46,2018,Jan,West Bengal,Kolkata,NHM,225256,232,1102,1117,197,30,66,File_9
F9_47,2017,Apr,Uttar Pradesh,Agra,NHM,232232,274,1364,1646,204,65,146,File_9
F9_48,2018,Jan,Karnataka,Bengaluru,NHM,67070,32,467,672,153,65,29,File_9
F9_49,2018,May,Maharashtra,Mumbai,NHM,55584,174,1433,403,135,19,80,File_9
F9_50,2017,Mar,Karnataka,Hubli,CARE India,174669,106,916,1279,220,19,150,File_9
F9_51,2017,Jan,Bihar,Patna,HMIS,114283,241,936,1775,200,98,144,File_9
F9_52,2019,May,Uttar Pradesh,Lucknow,NHM,167089,158,841,968,114,77,127,File_9
F9_53,2018,Feb,Tamil Nadu,Chennai,HMIS,290454,244,1294,672,75,123,50,File_9
F9_54,2019,Mar,Bihar,Muzaffarpur,CARE India,156016,73,1376,2146,53,67,40,File_9
F9_55,2017,Feb,West Bengal,Howrah,NFHS,105016,179,575,1325,260,81,70,File_9
F9_56,2018,Apr,Gujarat,Surat,NHM,183378,146,580,233,23,198,87,File_9
F9_57,2019,Mar,Uttar Pradesh,Varanasi,CARE India,254646,165,1339,1075,82,195,95,File_9
F9_58,2017,Feb,Uttar Pradesh,Varanasi,NFHS,229934,114,851,515,10,150,3,File_9
F9_59,2017,Apr,Uttar Pradesh,Agra,NHM,258368,122,390,2193,186,107,87,File_9
F9_60,2017,Jan,Uttar Pradesh,Agra,HMIS,225511,143,914,266,233,137,122,File_9
F9_61,2018,May,Gujarat,Vadodara,WHO India,96039,226,1388,2057,20,180,21,File_9
F9_62,2017,Jan,West Bengal,Kolkata,NHM,69639,34,279,389,18,63,58,File_9
F9_63,2019,Mar,West Bengal,Howrah,NHM,202326,189,1304,2415,79,123,42,File_9
F9_64,2019,Jan,Maharashtra,Pune,Smile Foundation,135488,153,432,1166,160,39,101,File_9
F9_65,2018,Apr,Uttar Pradesh,Varanasi,NFHS,289279,268,870,2437,38,42,24,File_9
F9_66,2018,Mar,Gujarat,Vadodara,NHM,122917,146,393,2025,188,68,84,File_9
F9_67,2017,Jan,West Bengal,Kolkata,Smile Foundation,175254,212,517,786,50,184,101,File_9
F9_68,2018,Feb,West Bengal,Howrah,UNICEF India,144946,287,340,503,167,91,119,File_9
F9_69,2018,May,Bihar,Gaya,NHM,241726,206,1069,2459,92,74,49,File_9
F9_70,2017,May,Tamil Nadu,Coimbatore,NFHS,232622,274,1446,647,38,82,135,File_9
F9_71,2017,Apr,Bihar,Muzaffarpur,Smile Foundation,208806,44,1225,824,141,41,5,File_9
F9_72,2017,Jan,Maharashtra,Mumbai,NHM,78986,241,1004,2330,296,193,147,File_9
F9_73,2018,Feb,Tamil Nadu,Coimbatore,Smile Foundation,251224,110,1359,1529,277,141,43,File_9
F9_74,2017,May,West Bengal,Siliguri,WHO India,152260,108,1198,1416,199,7,127,File_9
F9_75,2017,Mar,Maharashtra,Nagpur,NHM,261664,186,943,884,284,83,124,File_9
F9_76,2019,May,Gujarat,Surat,Smile Foundation,244573,254,376,280,28,138,48,File_9
F9_77,2017,Mar,Karnataka,Bengaluru,HMIS,203570,300,1356,2437,47,164,136,File_9
F9_78,2017,Mar,Bihar,Gaya,Smile Foundation,175187,290,142,527,180,117,18,File_9
F9_79,2019,Jan,Tamil Nadu,Chennai,HMIS,202079,240,699,1597,59,34,143,File_9
F9_80,2018,Feb,Tamil Nadu,Madurai,CARE India,292125,280,130,1789,26,189,51,File_9
F9_81,2019,Mar,West Bengal,Kolkata,UNICEF India,111027,131,128,329,223,159,57,File_9
F9_82,2018,Jan,Uttar Pradesh,Lucknow,CARE India,256842,287,1328,939,193,76,31,File_9
F9_83,2019,Mar,Uttar Pradesh,Varanasi,WHO India,53048,103,284,234,66,120,43,File_9
F9_84,2017,Mar,West Bengal,Kolkata,HMIS,128239,42,1139,2044,39,167,54,File_9
F9_85,2017,May,West Bengal,Howrah,Smile Foundation,195007,115,980,2023,281,96,121,File_9
F9_86,2017,Mar,Karnataka,Mysuru,UNICEF India,113831,186,1185,884,98,73,43,File_9
F9_87,2018,Feb,West Bengal,Howrah,CARE India,148734,112,1365,1076,6,84,11,File_9
F9_88,2019,Feb,Uttar Pradesh,Lucknow,WHO India,197207,64,1478,607,164,25,68,File_9
F9_89,2017,Jan,Gujarat,Vadodara,CARE India,108578,204,1416,1211,267,137,57,File_9
F9_90,2019,Mar,Maharashtra,Mumbai,WHO India,235437,138,769,392,212,57,149,File_9
F9_91,2018,Mar,Maharashtra,Pune,UNICEF India,51410,171,1030,1127,248,3,23,File_9
F9_92,2019,Jan,Karnataka,Hubli,NFHS,220521,258,717,908,261,41,70,File_9
F9_93,2018,Mar,Maharashtra,Nagpur,CARE India,199162,65,1414,829,100,123,106,File_9
F9_94,2017,May,Gujarat,Ahmedabad,Smile Foundation,192761,81,924,1537,72,134,130,File_9
F9_95,2017,Feb,Bihar,Muzaffarpur,NHM,165887,186,539,285,180,113,52,File_9
F9_96,2017,Apr,Uttar Pradesh,Agra,NFHS,80873,256,1307,1864,69,3,61,File_9
F9_97,2019,Feb,Bihar,Muzaffarpur,NHM,141420,229,784,658,274,154,147,File_9
F9_98,2019,Feb,Bihar,Gaya,CARE India,183644,82,839,451,258,176,125,File_9
F9_99,2017,Mar,West Bengal,Howrah,NFHS,127683,178,694,1217,88,181,103,File_9
F9_100,2018,Feb,West Bengal,Kolkata,CARE India,71561,144,364,971,226,79,48,File_9
F9_101,2017,Mar,Bihar,Gaya,NHM,209044,46,225,1415,229,3,91,File_9
F9_102,2018,Mar,Tamil Nadu,Madurai,NHM,79781,275,1178,1922,217,152,141,File_9
F9_103,2019,May,Gujarat,Ahmedabad,Smile Foundation,295334,120,1490,215,82,22,31,File_9
F9_104,2017,Jan,West Bengal,Howrah,NFHS,179764,157,706,1934,8,196,95,File_9
F9_105,2017,May,Maharashtra,Nagpur,CARE India,198691,147,895,600,70,174,145,File_9
F9_106,2017,Mar,Uttar Pradesh,Agra,NFHS,94128,141,670,1704,100,80,95,File_9
F9_107,2019,Mar,West Bengal,Howrah,HMIS,219616,276,293,2197,47,88,9,File_9
F9_108,2019,Jan,Uttar Pradesh,Lucknow,NFHS,90873,207,634,1198,114,162,80,File_9
F9_109,2018,Jan,Maharashtra,Nagpur,HMIS,103254,64,1131,1063,184,176,138,File_9
F9_110,2017,Apr,Gujarat,Ahmedabad,Smile Foundation,61222,182,1198,2263,257,147,92,File_9
F9_111,2018,Feb,Tamil Nadu,Chennai,UNICEF India,295576,277,145,2301,203,71,89,File_9
F9_112,2019,May,West Bengal,Siliguri,CARE India,204350,203,1169,1961,3,76,70,File_9
F9_113,2018,Mar,Karnataka,Bengaluru,Smile Foundation,228683,156,425,1294,206,81,24,File_9
F9_114,2018,Feb,Tamil Nadu,Coimbatore,HMIS,165436,153,364,221,6,2,59,File_9
F9_115,2017,Apr,Gujarat,Surat,NFHS,235512,135,426,2077,205,20,102,File_9
F9_116,2017,Apr,Gujarat,Surat,UNICEF India,142687,89,835,2055,187,138,97,File_9
F9_117,2018,Jan,Uttar Pradesh,Agra,CARE India,110958,116,1252,613,246,89,95,File_9
F9_118,2017,Apr,Tamil Nadu,Chennai,NHM,288722,295,904,1843,292,75,62,File_9
F9_119,2018,Feb,Uttar Pradesh,Lucknow,CARE India,171075,49,355,2163,45,189,70,File_9
F9_120,2019,Apr,Karnataka,Mysuru,NFHS,69495,116,1347,1029,10,7,81,File_9
F9_121,2017,May,Maharashtra,Mumbai,Smile Foundation,212788,151,1433,2349,228,76,35,File_9
F9_122,2018,Apr,Maharashtra,Nagpur,UNICEF India,298890,142,468,1309,55,180,98,File_9
F9_123,2017,Mar,Gujarat,Vadodara,HMIS,83144,107,1184,2434,263,79,11,File_9
F9_124,2017,Jan,West Bengal,Siliguri,HMIS,140583,151,1070,1512,157,100,124,File_9
F9_125,2017,Feb,Karnataka,Mysuru,WHO India,74250,108,311,352,123,75,6,File_9
F9_126,2018,Jan,Karnataka,Hubli,NFHS,72125,151,1463,568,183,46,28,File_9
F9_127,2017,Jan,Maharashtra,Mumbai,Smile Foundation,92655,91,601,2161,237,76,75,File_9
F9_128,2018,May,Karnataka,Mysuru,UNICEF India,98378,268,1293,1598,298,154,79,File_9
F9_129,2018,Feb,Tamil Nadu,Madurai,WHO India,243864,295,378,1588,28,149,150,File_9
F9_130,2018,Jan,Tamil Nadu,Coimbatore,NFHS,267458,166,729,2196,213,200,2,File_9
F9_131,2017,Mar,West Bengal,Kolkata,WHO India,62984,251,570,2113,231,159,8,File_9
F9_132,2018,May,Maharashtra,Pune,UNICEF India,145382,300,855,2342,63,187,115,File_9
F9_133,2018,May,West Bengal,Siliguri,HMIS,150122,166,345,2015,282,162,136,File_9
F9_134,2017,Apr,Karnataka,Hubli,HMIS,120680,232,546,2143,43,174,48,File_9
F9_135,2019,Apr,Bihar,Gaya,WHO India,178184,62,567,468,297,60,87,File_9
F9_136,2017,Mar,West Bengal,Kolkata,NHM,61388,189,1202,320,100,106,66,File_9
F9_137,2019,Apr,Uttar Pradesh,Agra,UNICEF India,147329,171,1037,1972,90,52,77,File_9
F9_138,2018,Jan,Karnataka,Hubli,CARE India,88603,120,274,308,268,95,55,File_9
F9_139,2018,Jan,Bihar,Gaya,NHM,218157,92,174,2481,247,179,136,File_9
F9_140,2017,Jan,Karnataka,Mysuru,UNICEF India,67263,168,316,534,33,169,61,File_9
F9_141,2017,Jan,Tamil Nadu,Coimbatore,WHO India,198203,238,1173,1967,43,146,49,File_9
F9_142,2018,Mar,Tamil Nadu,Chennai,NFHS,205130,274,482,1944,26,179,43,File_9
F9_143,2018,May,Uttar Pradesh,Agra,HMIS,196992,255,289,993,185,186,123,File_9
F9_144,2018,May,Bihar,Gaya,NHM,219766,227,761,808,204,147,136,File_9
F9_145,2019,Mar,Karnataka,Hubli,HMIS,258581,240,810,1969,259,18,116,File_9
F9_146,2018,Jan,Bihar,Patna,WHO India,217339,178,1169,1375,229,47,125,File_9
F9_147,2018,Feb,West Bengal,Siliguri,CARE India,66338,100,273,802,114,150,29,File_9
F9_148,2017,Apr,Tamil Nadu,Chennai,WHO India,294323,232,1096,1645,83,54,80,File_9
F9_149,2019,Apr,Gujarat,Surat,NFHS,150956,131,1138,1804,119,16,103,File_9
F10_0,2019,Jan,Tamil Nadu,Chennai,Smile Foundation,229924,37,1500,391,74,0,36,File_10
F10_1,2020,Feb,Uttar Pradesh,Lucknow,HMIS,140691,217,622,2292,150,37,105,File_10
F10_2,2019,Mar,Maharashtra,Nagpur,UNICEF India,296187,264,393,1061,236,188,87,File_10
F10_3,2020,May,Maharashtra,Pune,UNICEF India,189782,167,1220,1428,139,76,121,File_10
F10_4,2021,May,Gujarat,Surat,HMIS,126256,241,1451,1507,113,54,73,File_10
F10_5,2021,Mar,Tamil Nadu,Coimbatore,NHM,132275,99,741,1689,258,10,11,File_10
F10_6,2019,Mar,Gujarat,Ahmedabad,UNICEF India,217114,32,573,942,179,184,0,File_10
F10_7,2021,Apr,Bihar,Muzaffarpur,NHM,108758,198,348,600,221,145,130,File_10
F10_8,2020,Feb,Uttar Pradesh,Agra,HMIS,173588,198,992,308,271,144,74,File_10
F10_9,2021,Mar,Bihar,Patna,NHM,225295,292,1158,2452,164,199,5,File_10
F10_10,2020,Jan,Karnataka,Bengaluru,NHM,123040,237,1439,2211,121,84,110,File_10
F10_11,2020,Feb,Gujarat,Ahmedabad,CARE India,196466,190,1400,732,179,74,94,File_10
F10_12,2020,Mar,Tamil Nadu,Chennai,HMIS,51108,170,591,278,132,164,9,File_10
F10_13,2020,Apr,Karnataka,Hubli,HMIS,177878,238,1010,624,102,160,85,File_10
F10_14,2021,Jan,Tamil Nadu,Madurai,HMIS,100587,250,629,933,28,165,12,File_10
F10_15,2020,Jan,West Bengal,Siliguri,WHO India,125497,117,1335,1777,181,71,7,File_10
F10_16,2020,Mar,Gujarat,Vadodara,HMIS,113518,260,989,464,35,190,33,File_10
F10_17,2019,Apr,West Bengal,Howrah,WHO India,70815,118,1267,1265,244,187,9,File_10
F10_18,2021,Jan,West Bengal,Siliguri,CARE India,128526,51,265,1107,26,193,77,File_10
F10_19,2019,Mar,Uttar Pradesh,Lucknow,UNICEF India,234709,227,671,1401,78,199,110,File_10
F10_20,2021,May,Tamil Nadu,Chennai,HMIS,139404,297,958,2206,3,1,144,File_10
F10_21,2020,Apr,Gujarat,Ahmedabad,UNICEF India,144762,136,1105,1569,174,40,85,File_10
F10_22,2020,Jan,Uttar Pradesh,Varanasi,UNICEF India,292078,209,817,1810,241,66,136,File_10
F10_23,2021,Mar,Uttar Pradesh,Lucknow,Smile Foundation,169510,209,1107,2044,194,4,149,File_10
F10_24,2020,Mar,Karnataka,Hubli,CARE India,244468,116,715,312,239,99,149,File_10
F10_25,2019,Feb,Uttar Pradesh,Lucknow,HMIS,298933,231,1320,1643,232,32,1,File_10
F10_26,2020,Mar,Tamil Nadu,Coimbatore,NHM,193230,280,1242,684,128,170,59,File_10
F10_27,2021,May,West Bengal,Kolkata,Smile Foundation,181788,84,547,2464,183,137,17,File_10
F10_28,2019,Apr,West Bengal,Kolkata,NFHS,194625,235,492,550,257,94,1,File_10
F10_29,2021,Apr,Bihar,Gaya,NHM,231280,117,1061,981,143,5,55,File_10
F10_30,2020,Jan,Gujarat,Surat,Smile Foundation,128041,112,1427,939,33,53,49,File_10
F10_31,2019,May,Bihar,Patna,NFHS,264631,156,1016,2475,150,83,32,File_10
F10_32,2019,Jan,Karnataka,Hubli,Smile Foundation,265734,150,1125,225,250,65,100,File_10
F10_33,2021,Jan,Bihar,Patna,Smile Foundation,53761,92,1029,1798,92,14,2,File_10
F10_34,2020,Jan,West Bengal,Siliguri,WHO India,92533,227,653,1309,286,22,88,File_10
F10_35,2019,Feb,Tamil Nadu,Chennai,WHO India,122910,250,1401,1521,259,67,78,File_10
F10_36,2020,Apr,Gujarat,Surat,WHO India,86347,147,632,951,168,80,70,File_10
F10_37,2021,Jan,West Bengal,Howrah,UNICEF India,141073,136,1432,1783,51,28,36,File_10
F10_38,2019,Feb,Karnataka,Mysuru,NHM,102831,107,1068,2469,64,30,37,File_10
F10_39,2021,Mar,Bihar,Gaya,NHM,225328,274,331,2304,68,112,13,File_10
F10_40,2019,Feb,Karnataka,Bengaluru,NHM,52856,87,1390,670,234,53,17,File_10
F10_41,2021,May,West Bengal,Howrah,CARE India,116118,263,621,1871,267,182,140,File_10
F10_42,2019,Jan,Karnataka,Hubli,Smile Foundation,111528,297,1030,770,104,159,96,File_10
F10_43,2019,May,West Bengal,Siliguri,UNICEF India,290401,196,225,319,241,48,28,File_10
F10_44,2020,May,Tamil Nadu,Madurai,Smile Foundation,250027,61,866,482,8,90,108,File_10
F10_45,2020,Apr,Maharashtra,Mumbai,HMIS,177434,255,173,2417,50,158,77,File_10
F10_46,2019,Jan,Bihar,Gaya,Smile Foundation,142861,289,596,2320,179,140,31,File_10
F10_47,2021,May,West Bengal,Kolkata,UNICEF India,185597,244,1201,345,180,113,94,File_10
F10_48,2021,Feb,Bihar,Patna,CARE India,68448,138,644,1025,212,103,96,File_10
F10_49,2019,Apr,Tamil Nadu,Chennai,NHM,215221,181,986,808,20,166,89,File_10
F10_50,2019,Mar,Bihar,Patna,HMIS,181518,232,954,291,277,21,110,File_10
F10_51,2019,Mar,Tamil Nadu,Coimbatore,HMIS,62588,169,296,1363,210,18,136,File_10
F10_52,2021,May,Uttar Pradesh,Lucknow,NHM,270365,183,1278,829,183,93,14,File_10
F10_53,2021,Mar,Gujarat,Ahmedabad,NFHS,90799,227,1216,1487,27,17,111,File_10
F10_54,2020,Apr,West Bengal,Siliguri,NHM,227902,82,467,1651,136,148,122,File_10
F10_55,2021,Apr,Tamil Nadu,Coimbatore,UNICEF India,118085,195,1364,309,274,119,121,File_10
F10_56,2021,Apr,West Bengal,Howrah,CARE India,168452,164,301,423,284,106,139,File_10
F10_57,2021,Jan,Uttar Pradesh,Varanasi,NFHS,84820,245,965,862,0,136,53,File_10
F10_58,2021,Mar,Tamil Nadu,Coimbatore,NFHS,150754,122,152,1122,134,122,7,File_10
F10_59,2020,May,Bihar,Muzaffarpur,NHM,152854,69,559,1147,259,26,61,File_10
F10_60,2021,May,Bihar,Gaya,HMIS,110537,115,282,1637,109,143,88,File_10
F10_61,2019,Apr,Karnataka,Mysuru,WHO India,230279,249,1271,395,163,103,84,File_10
F10_62,2019,Apr,Gujarat,Ahmedabad,NHM,175654,278,223,1826,107,124,99,File_10
F10_63,2021,May,Tamil Nadu,Madurai,NFHS,291395,148,502,1096,130,168,61,File_10
F10_64,2020,Jan,Karnataka,Mysuru,CARE India,115988,176,287,1490,22,178,144,File_10
F10_65,2021,May,Maharashtra,Nagpur,CARE India,109071,300,593,1849,241,188,80,File_10
F10_66,2020,Apr,Karnataka,Bengaluru,UNICEF India,60543,148,204,909,144,36,128,File_10
F10_67,2019,Jan,Gujarat,Ahmedabad,UNICEF India,123337,60,1335,1166,39,57,6,File_10
F10_68,2020,Jan,Gujarat,Vadodara,HMIS,110828,86,577,1652,52,175,31,File_10
F10_69,2021,Mar,Karnataka,Mysuru,UNICEF India,159755,95,1091,545,126,102,131,File_10
F10_70,2020,May,Tamil Nadu,Coimbatore,HMIS,258489,30,522,1114,127,186,49,File_10
F10_71,2019,Jan,Uttar Pradesh,Lucknow,WHO India,263210,171,780,1741,261,118,84,File_10
F10_72,2019,May,West Bengal,Siliguri,WHO India,251497,286,346,538,167,25,113,File_10
F10_73,2021,May,Tamil Nadu,Coimbatore,UNICEF India,200071,163,1155,2478,169,124,58,File_10
F10_74,2020,Jan,West Bengal,Kolkata,HMIS,168689,214,761,508,223,135,0,File_10
F10_75,2021,Jan,Tamil Nadu,Madurai,HMIS,241267,176,621,2472,148,80,61,File_10
F10_76,2021,Feb,Bihar,Gaya,WHO India,200708,52,1309,401,217,189,107,File_10
F10_77,2021,Feb,Bihar,Gaya,NHM,215759,80,1108,1814,127,140,70,File_10
F10_78,2019,May,Tamil Nadu,Coimbatore,NFHS,231872,46,879,2332,215,12,80,File_10
F10_79,2019,May,Uttar Pradesh,Varanasi,CARE India,245286,251,483,1766,180,52,30,File_10
F10_80,2020,Feb,Tamil Nadu,Chennai,CARE India,280794,152,444,1426,13,127,95,File_10
F10_81,2021,Apr,Maharashtra,Pune,WHO India,137719,292,578,216,289,81,21,File_10
F10_82,2019,Feb,Uttar Pradesh,Varanasi,CARE India,176853,96,647,1448,94,36,105,File_10
F10_83,2021,May,Bihar,Gaya,HMIS,134483,166,1355,2357,150,70,7,File_10
F10_84,2021,Mar,Gujarat,Vadodara,Smile Foundation,226113,258,1131,821,52,107,124,File_10
F10_85,2021,Jan,Karnataka,Bengaluru,Smile Foundation,78449,139,823,1636,156,24,16,File_10
F10_86,2020,Mar,Maharashtra,Mumbai,CARE India,106811,180,722,567,109,141,55,File_10
F10_87,2019,Feb,Tamil Nadu,Chennai,HMIS,248466,46,1479,521,273,60,73,File_10
F10_88,2021,Feb,Karnataka,Hubli,WHO India,80552,173,449,921,239,94,1,File_10
F10_89,2019,Mar,Maharashtra,Pune,Smile Foundation,176179,154,1165,2050,151,194,40,File_10
F10_90,2019,Apr,Bihar,Gaya,HMIS,227180,59,1337,1855,82,150,72,File_10
F10_91,2020,Apr,Gujarat,Vadodara,NFHS,206040,217,740,556,133,113,22,File_10
F10_92,2021,May,Uttar Pradesh,Lucknow,NHM,84477,174,220,2476,33,3,141,File_10
F10_93,2021,Apr,Maharashtra,Nagpur,WHO India,74552,176,1212,1549,212,200,128,File_10
F10_94,2021,May,Gujarat,Surat,Smile Foundation,264477,201,978,1828,193,96,13,File_10
F10_95,2020,Feb,Tamil Nadu,Madurai,NHM,156633,57,681,2262,261,32,83,File_10
F10_96,2021,Apr,Karnataka,Bengaluru,NFHS,219222,154,1372,2197,99,21,46,File_10
F10_97,2019,Jan,Gujarat,Ahmedabad,HMIS,76459,152,1092,1333,214,152,6,File_10
F10_98,2020,Mar,West Bengal,Siliguri,WHO India,70809,194,148,296,236,117,91,File_10
F10_99,2020,Mar,West Bengal,Howrah,HMIS,154922,78,545,439,28,62,106,File_10
F10_100,2021,Jan,Uttar Pradesh,Varanasi,NHM,135386,95,350,2429,270,108,132,File_10
F10_101,2020,Mar,Uttar Pradesh,Agra,CARE India,181054,181,496,2459,56,133,88,File_10
F10_102,2019,Apr,Gujarat,Ahmedabad,WHO India,120833,101,787,2301,246,156,14,File_10
F10_103,2019,Apr,Tamil Nadu,Madurai,WHO India,231390,193,1242,914,149,146,98,File_10
F10_104,2020,May,Tamil Nadu,Chennai,Smile Foundation,162411,64,1254,1749,146,49,123,File_10
F10_105,2020,Apr,Tamil Nadu,Chennai,CARE India,131709,229,614,926,193,185,138,File_10
F10_106,2020,Feb,West Bengal,Kolkata,CARE India,270812,148,1270,1762,227,110,140,File_10
F10_107,2019,Apr,Gujarat,Surat,NHM,165532,90,1005,2486,37,162,109,File_10
F10_108,2019,Feb,Karnataka,Hubli,Smile Foundation,51989,230,872,646,284,96,82,File_10
F10_109,2019,Jan,Tamil Nadu,Coimbatore,CARE India,260121,127,1126,1171,268,45,80,File_10
F10_110,2021,Mar,Bihar,Patna,HMIS,243275,279,1392,1013,27,28,46,File_10
F10_111,2021,Feb,Karnataka,Mysuru,CARE India,148982,242,1178,1220,222,27,26,File_10
F10_112,2021,May,Maharashtra,Nagpur,HMIS,152368,186,667,1119,179,117,118,File_10
F10_113,2020,May,Tamil Nadu,Madurai,HMIS,277850,117,272,2094,23,2,31,File_10
F10_114,2019,Apr,Tamil Nadu,Coimbatore,NFHS,245936,108,515,1383,130,81,5,File_10
F10_115,2021,Feb,Karnataka,Hubli,NHM,260953,39,597,2135,107,88,99,File_10
F10_116,2019,Feb,Tamil Nadu,Chennai,UNICEF India,280850,116,325,376,246,45,109,File_10
