village_name,state,district,year,problem_type,severity,affected_families,ngo_name,ngo_work
Mumbai,Maharashtra,Mumbai,2022,Malaria Outbreak; Dengue Outbreak; Low Institutional Deliveries,Low,38785,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Nagpur,Maharashtra,Nagpur,2024,Malaria Outbreak; Low Immunization Coverage,Low,74412,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Nagpur,Maharashtra,Nagpur,2024,Malaria Outbreak; Low Immunization Coverage,Low,74412,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Nagpur,Maharashtra,Nagpur,2024,Malaria Outbreak; Low Immunization Coverage,Low,74412,Helpingminds,Helping Minds is a group of about 200 volunteers rendering academic and financial aid to rural poor students in Tamil Nadu helping scores to pursue engineering medical and polytechnic courses Every mo
Ahmedabad,Gujarat,Ahmedabad,2023,Malaria Outbreak; Tuberculosis,Medium,37257,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Ahmedabad,Gujarat,Ahmedabad,2023,Malaria Outbreak; Tuberculosis,Medium,37257,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Ahmedabad,Gujarat,Ahmedabad,2023,Malaria Outbreak; Tuberculosis,Medium,37257,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Varanasi,Uttar Pradesh,Varanasi,2024,Malaria Outbreak; Dengue Outbreak; Low Institutional Deliveries,Low,15861,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Varanasi,Uttar Pradesh,Varanasi,2024,Malaria Outbreak; Dengue Outbreak; Low Institutional Deliveries,Low,15861,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Varanasi,Uttar Pradesh,Varanasi,2024,Malaria Outbreak; Dengue Outbreak; Low Institutional Deliveries,Low,15861,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Mysuru,Karnataka,Mysuru,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Medium,33561,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mysuru,Karnataka,Mysuru,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Medium,33561,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mysuru,Karnataka,Mysuru,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Medium,33561,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Pune,Maharashtra,Pune,2022,Tuberculosis; Low Immunization Coverage,Low,63134,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Pune,Maharashtra,Pune,2022,Tuberculosis; Low Immunization Coverage,Low,63134,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Pune,Maharashtra,Pune,2022,Tuberculosis; Low Immunization Coverage,Low,63134,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Pune,Maharashtra,Pune,2023,Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,Medium,27106,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Pune,Maharashtra,Pune,2023,Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,Medium,27106,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Pune,Maharashtra,Pune,2023,Dengue Outbreak; Tuberculosis; Low Institutional Deliveries,Medium,27106,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mysuru,Karnataka,Mysuru,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,53980,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mysuru,Karnataka,Mysuru,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,53980,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mysuru,Karnataka,Mysuru,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,53980,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Lucknow,Uttar Pradesh,Lucknow,2025,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,46172,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Lucknow,Uttar Pradesh,Lucknow,2025,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,46172,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Lucknow,Uttar Pradesh,Lucknow,2025,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,46172,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Nagpur,Maharashtra,Nagpur,2023,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,37144,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Nagpur,Maharashtra,Nagpur,2023,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,37144,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Nagpur,Maharashtra,Nagpur,2023,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,37144,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Coimbatore,Tamil Nadu,Coimbatore,2024,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Low,42542,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Coimbatore,Tamil Nadu,Coimbatore,2024,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Low,42542,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Coimbatore,Tamil Nadu,Coimbatore,2024,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Low,42542,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Lucknow,Uttar Pradesh,Lucknow,2025,Malaria Outbreak; Low Immunization Coverage,Low,55190,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Lucknow,Uttar Pradesh,Lucknow,2025,Malaria Outbreak; Low Immunization Coverage,Low,55190,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Lucknow,Uttar Pradesh,Lucknow,2025,Malaria Outbreak; Low Immunization Coverage,Low,55190,Helpingminds,Helping Minds is a group of about 200 volunteers rendering academic and financial aid to rural poor students in Tamil Nadu helping scores to pursue engineering medical and polytechnic courses Every mo
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,38401,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,38401,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,38401,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mysuru,Karnataka,Mysuru,2025,Malaria Outbreak; Tuberculosis; Low Institutional Deliveries,Medium,51308,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mysuru,Karnataka,Mysuru,2025,Malaria Outbreak; Tuberculosis; Low Institutional Deliveries,Medium,51308,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mysuru,Karnataka,Mysuru,2025,Malaria Outbreak; Tuberculosis; Low Institutional Deliveries,Medium,51308,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Bengaluru,Karnataka,Bengaluru,2025,Tuberculosis; Low Immunization Coverage,High,69299,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Bengaluru,Karnataka,Bengaluru,2025,Tuberculosis; Low Immunization Coverage,High,69299,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Bengaluru,Karnataka,Bengaluru,2025,Tuberculosis; Low Immunization Coverage,High,69299,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Nagpur,Maharashtra,Nagpur,2025,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,50952,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Nagpur,Maharashtra,Nagpur,2025,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,50952,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Nagpur,Maharashtra,Nagpur,2025,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,50952,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Varanasi,Uttar Pradesh,Varanasi,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,74777,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Varanasi,Uttar Pradesh,Varanasi,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,74777,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Varanasi,Uttar Pradesh,Varanasi,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,74777,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2022,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,27093,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mumbai,Maharashtra,Mumbai,2022,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,27093,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mumbai,Maharashtra,Mumbai,2022,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,27093,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Mumbai,Maharashtra,Mumbai,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Low,22660,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mumbai,Maharashtra,Mumbai,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Low,22660,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Low,22660,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Ahmedabad,Gujarat,Ahmedabad,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,49748,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Ahmedabad,Gujarat,Ahmedabad,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,49748,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Ahmedabad,Gujarat,Ahmedabad,2024,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,49748,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Hubli,Karnataka,Hubli,2025,Malaria Outbreak; Tuberculosis,High,42441,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Hubli,Karnataka,Hubli,2025,Malaria Outbreak; Tuberculosis,High,42441,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Hubli,Karnataka,Hubli,2025,Malaria Outbreak; Tuberculosis,High,42441,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Ahmedabad,Gujarat,Ahmedabad,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,53434,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Ahmedabad,Gujarat,Ahmedabad,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,53434,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Ahmedabad,Gujarat,Ahmedabad,2022,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Low,53434,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Vadodara,Gujarat,Vadodara,2022,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,45117,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Vadodara,Gujarat,Vadodara,2022,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,45117,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Vadodara,Gujarat,Vadodara,2022,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,45117,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Hubli,Karnataka,Hubli,2024,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Medium,63578,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Hubli,Karnataka,Hubli,2024,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Medium,63578,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Hubli,Karnataka,Hubli,2024,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage; Low Institutional Deliveries,Medium,63578,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Pune,Maharashtra,Pune,2025,Malaria Outbreak; Dengue Outbreak; Low Institutional Deliveries,High,32125,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Pune,Maharashtra,Pune,2025,Malaria Outbreak; Dengue Outbreak; Low Institutional Deliveries,High,32125,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Pune,Maharashtra,Pune,2025,Malaria Outbreak; Dengue Outbreak; Low Institutional Deliveries,High,32125,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Madurai,Tamil Nadu,Madurai,2022,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,27921,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Madurai,Tamil Nadu,Madurai,2022,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,27921,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Madurai,Tamil Nadu,Madurai,2022,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,27921,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Agra,Uttar Pradesh,Agra,2025,Malaria Outbreak; Tuberculosis,Low,34922,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Agra,Uttar Pradesh,Agra,2025,Malaria Outbreak; Tuberculosis,Low,34922,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Agra,Uttar Pradesh,Agra,2025,Malaria Outbreak; Tuberculosis,Low,34922,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Bengaluru,Karnataka,Bengaluru,2024,Malaria Outbreak; Low Immunization Coverage,Medium,48122,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Bengaluru,Karnataka,Bengaluru,2024,Malaria Outbreak; Low Immunization Coverage,Medium,48122,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Bengaluru,Karnataka,Bengaluru,2024,Malaria Outbreak; Low Immunization Coverage,Medium,48122,Helpingminds,Helping Minds is a group of about 200 volunteers rendering academic and financial aid to rural poor students in Tamil Nadu helping scores to pursue engineering medical and polytechnic courses Every mo
Ahmedabad,Gujarat,Ahmedabad,2023,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,59637,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Ahmedabad,Gujarat,Ahmedabad,2023,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,59637,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Ahmedabad,Gujarat,Ahmedabad,2023,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,59637,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Madurai,Tamil Nadu,Madurai,2024,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Low,63664,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Madurai,Tamil Nadu,Madurai,2024,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Low,63664,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Madurai,Tamil Nadu,Madurai,2024,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Low,63664,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Lucknow,Uttar Pradesh,Lucknow,2022,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,55629,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Lucknow,Uttar Pradesh,Lucknow,2022,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,55629,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Lucknow,Uttar Pradesh,Lucknow,2022,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,55629,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Mumbai,Maharashtra,Mumbai,2024,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,47998,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mumbai,Maharashtra,Mumbai,2024,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,47998,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mumbai,Maharashtra,Mumbai,2024,Dengue Outbreak; Tuberculosis; Low Immunization Coverage,High,47998,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Madurai,Tamil Nadu,Madurai,2025,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,39320,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Madurai,Tamil Nadu,Madurai,2025,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,39320,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Madurai,Tamil Nadu,Madurai,2025,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,39320,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Lucknow,Uttar Pradesh,Lucknow,2023,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,64311,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Lucknow,Uttar Pradesh,Lucknow,2023,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,64311,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Lucknow,Uttar Pradesh,Lucknow,2023,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,High,64311,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Ahmedabad,Gujarat,Ahmedabad,2022,Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,40626,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Ahmedabad,Gujarat,Ahmedabad,2022,Dengue Outbreak; Tuberculosis; Low Immunization Coverage; Low Institutional Deliveries,High,40626,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
